profile_id	paper_key	article_key	collection	target_key	target_label	marker_count	gene_curies	gene_symbols
profile:0baec2795fc3263107e8	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	title:single cell atlas of tumor clonal evolution in liver cancer	biorxiv	CL:0000910	cytotoxic T cell	12	ENSG00000077984 | ENSG00000100450 | ENSG00000100453 | ENSG00000105374 | ENSG00000111537 | ENSG00000111796 | ENSG00000115523 | ENSG00000134539 | ENSG00000145649 | ENSG00000172543 | ENSG00000180644 | ENSG00000213809	CST7 | GZMH | GZMB | NKG7 | IFNG | KLRB1 | GNLY | KLRD1 | GZMA | CTSW | PRF1 | KLRK1
profile:a18c333bcf51201c2026	biorxiv:219b21d9-7007-1014-9157-ab439216a355	title:targeting modulated vascular smooth muscle cells in atherosclerosis via fap directed immunotherapy	biorxiv	CL:0000669	pericyte	3	ENSG00000127954 | ENSG00000135218 | ENSG00000143248	STEAP4 | CD36 | RGS5
profile:fd5ed76a9d8e59229b3a	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	title:in vitro culture of aberrant basal like cells from fibrotic lung tissue	biorxiv	CL:0000646	basal cell	5	ENSG00000073282 | ENSG00000128422 | ENSG00000132470 | ENSG00000186081 | ENSG00000186847	TP63 | KRT17 | ITGB4 | KRT5 | KRT14
profile:821abcec9dc428c552d3	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	title:aquaporins enriched in endothelial vacuole membrane regulate the diameters of microvasculature in hyperglycemia	biorxiv	CL:0000115	endothelial cell	3	ENSG00000179776 | ENSG00000240583 | ENSG00000261371	CDH5 | AQP1 | PECAM1
profile:c8b0f5b153615ca7da66	biorxiv:278ac735-6c7d-1014-a21b-fd84484249ca	title:cytogpnet enhancing clinical outcome prediction accuracy using longitudinal cytometry data in small cohort studies	biorxiv	CL:0000623	natural killer cell	4	ENSG00000109956 | ENSG00000139187 | ENSG00000148773 | ENSG00000205809	CD57 | KLRG1 | MKI67 | KLRC2
profile:bc89704ca529d16b9192	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	title:human primary plaque cell cultures to study mechanisms of atherosclerosis	biorxiv	CL:0000057	fibroblast	3	ENSG00000011465 | ENSG00000077942 | ENSG00000136244	DCN | FBLN1 | IL6
profile:2c12a9e021bc7dd03884	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	title:loss of mutually protective effects between osteoclasts and chondrocytes in damaged joints drives osteoclast mediated cartilage degradation via matrix metalloproteinases	biorxiv	CL:0000092	osteoclast	10	ENSG00000100985 | ENSG00000102575 | ENSG00000103249 | ENSG00000104267 | ENSG00000114573 | ENSG00000118113 | ENSG00000129226 | ENSG00000138448 | ENSG00000143387 | ENSG00000168610	MMP9 | ACP5 | CLCN7 | CA2 | ATP6V1A | MMP8 | CD68 | ITGAV | CTSK | STAT3
profile:25330199e4bfb554010c	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	title:loss of mutually protective effects between osteoclasts and chondrocytes in damaged joints drives osteoclast mediated cartilage degradation via matrix metalloproteinases	biorxiv	CL:0000779	multinucleated osteoclast	4	ENSG00000081237 | ENSG00000100985 | ENSG00000129226 | ENSG00000138448	PTPRC | MMP9 | CD68 | ITGAV
profile:ea51a0bb53f6ec547e81	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	title:scrna seq and scatac seq reveal that sertoli cell mediate spermatogenesis disorders through stage specific communications in non obstructive azoospermia	biorxiv	CL:0000216	Sertoli cell	3	ENSG00000104899 | ENSG00000118137 | ENSG00000125398	AMH | APOA1 | SOX9
profile:adec327468aae560ce11	biorxiv:30133163-6da7-1014-b9ea-c64da98c767d	title:single cell transcriptomics reveals immune response of intestinal cell types to viral infection	biorxiv	CL:0002563	intestinal epithelial cell	7	ENSG00000089199 | ENSG00000090382 | ENSG00000102837 | ENSG00000112562 | ENSG00000148773 | ENSG00000170231 | ENSG00000275395	CHGB | LYZ | OLFM4 | SMOC2 | MKI67 | FABP6 | FCGBP
profile:f6766d68fcac10e19510	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	title:celda a bayesian model to perform bi clustering of genes into modules and cells into subpopulations using single cell rna seq data	biorxiv	CL:0000084	T cell	5	ENSG00000160654 | ENSG00000167286 | ENSG00000198851 | ENSG00000211751 | ENSG00000277734	CD3G | CD3D | CD3E | TRBC1 | TRAC
profile:0bb208f206cce8c4b194	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	title:celda a bayesian model to perform bi clustering of genes into modules and cells into subpopulations using single cell rna seq data	biorxiv	CL:0000236	B cell	4	ENSG00000007312 | ENSG00000105369 | ENSG00000156738 | ENSG00000177455	CD79B | CD79A | MS4A1 | CD19
profile:1342c6e7c8683fccc699	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	title:celda a bayesian model to perform bi clustering of genes into modules and cells into subpopulations using single cell rna seq data	biorxiv	CL:0000576	monocyte	5	ENSG00000038427 | ENSG00000143546 | ENSG00000163220 | ENSG00000163221 | ENSG00000170458	VCAN | S100A8 | S100A9 | S100A12 | CD14
profile:e2264ab034698c5a7671	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	title:celda a bayesian model to perform bi clustering of genes into modules and cells into subpopulations using single cell rna seq data	biorxiv	CL:0000623	natural killer cell	5	ENSG00000077984 | ENSG00000100450 | ENSG00000105374 | ENSG00000134539 | ENSG00000145649	CST7 | GZMH | NKG7 | KLRD1 | GZMA
profile:42d8dfb77b6e5783f96a	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	title:celda a bayesian model to perform bi clustering of genes into modules and cells into subpopulations using single cell rna seq data	biorxiv	CL:0000784	plasmacytoid dendritic cell	4	ENSG00000135916 | ENSG00000185507 | ENSG00000198178 | ENSG00000239961	ITM2C | IRF7 | CLEC4C | LILRA4
profile:84c3a08b2ed5321b3b4f	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	CL:0000233	platelet	4	ENSG00000105374 | ENSG00000115523 | ENSG00000145649 | ENSG00000197540	NKG7 | GNLY | GZMA | GZMM
profile:ffcdbf192d5445c5bd4c	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	CL:0000623	natural killer cell	4	ENSG00000105374 | ENSG00000145649 | ENSG00000180644 | ENSG00000197540	NKG7 | GZMA | PRF1 | GZMM
profile:cb3ef8dfae06be04f344	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	title:feature extraction approach in single cell gene expression profiling for cell type marker identification	biorxiv	CL:0000622	acinar cell	12	ENSG00000091704 | ENSG00000115386 | ENSG00000137392 | ENSG00000142789 | ENSG00000164266 | ENSG00000168925 | ENSG00000168928 | ENSG00000170890 | ENSG00000172016 | ENSG00000172023 | ENSG00000179751 | ENSG00000204983	CPA1 | REG1A | CLPS | CELA3A | SPINK1 | CTRB1 | CTRB2 | PLA2G1B | REG3A | REG1B | SYCN | PRSS1
profile:0329400dc774f1902bbc	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	CL:0000037	hematopoietic stem cell	7	ENSG00000085276 | ENSG00000108924 | ENSG00000142611 | ENSG00000154096 | ENSG00000157554 | ENSG00000174059 | ENSG00000205336	MECOM | HLF | PRDM16 | THY1 | ERG | CD34 | GPR56
profile:e06849df273805cf75b5	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	CL:0000549	basophilic erythroblast	3	ENSG00000102145 | ENSG00000105610 | ENSG00000118689	GATA1 | KLF1 | FOXO3
profile:8dd82b253d4e55549b83	biorxiv:36b52534-7118-1014-9621-c8d35d0ed1df	title:myeloid cell evolution uncovered by shrimp immune cell analysis at single cell resolution	biorxiv	CL:0000235	macrophage	7	ENSG00000100600 | ENSG00000119655 | ENSG00000133063 | ENSG00000137752 | ENSG00000162711 | ENSG00000182333 | ENSG00000198951	LGMN | NPC2 | CHIT1 | CASP1 | NLRP3 | LIPF | NAGA
profile:5436dd9cce370a3ee6bb	biorxiv:38f92858-6c77-1014-a70a-b9d4e7b85d53	title:exploring the interaction between immune cells in the testicular microenvironment of azoospermia combining rna seq and scrna seq	biorxiv	CL:0000235	macrophage	3	ENSG00000105894 | ENSG00000123384 | ENSG00000169083	PTN | LRP1 | AR
profile:6953dc426d1b2bb5e0aa	biorxiv:3912ca11-6e98-1014-9c67-9a3ee3e3b07f	title:a literature derived knowledge graph augments the interpretation of single cell rna seq datasets	biorxiv	CL:0000115	endothelial cell	7	ENSG00000090339 | ENSG00000110799 | ENSG00000130300 | ENSG00000149564 | ENSG00000163687 | ENSG00000240583 | ENSG00000261371	ICAM1 | VWF | PLVAP | ESAM | DNASE1L3 | AQP1 | PECAM1
profile:7c281d69c1b86c83dab8	biorxiv:39510275-6e7f-1014-81d5-da3b7edd0de0	title:monocyte derived transcriptome signature indicates antibody dependent cellular phagocytosis as the primary mechanism of vaccine induced protection against hiv 1	biorxiv	CL:0000576	monocyte	8	ENSG00000117984 | ENSG00000123643 | ENSG00000129226 | ENSG00000164300 | ENSG00000170458 | ENSG00000171298 | ENSG00000177663 | ENSG00000196189	CTSD | SLC36A1 | CD68 | SERINC5 | CD14 | GAA | IL17RA | SEMA4A
profile:1c6f1e2c14f6f732b91b	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	title:hair follicle stem cell fate supports distinct clinical endotypes in hidradenitis suppurativa	biorxiv	CL:0002561	outer root sheath cell	6	ENSG00000106689 | ENSG00000125398 | ENSG00000156427 | ENSG00000170465 | ENSG00000185479 | ENSG00000186832	LHX2 | SOX9 | FGF18 | KRT6C | KRT6B | KRT16
profile:2d5e29be00678dc40e5d	biorxiv:3ae0337b-6d88-1014-9c93-86c75bb9b558	title:integrative analysis reveals generalizable human neurodegenerative disease associated glial states	biorxiv	CL:0000128	oligodendrocyte	4	ENSG00000058335 | ENSG00000078328 | ENSG00000197430 | ENSG00000204655	RASGRF1 | RBFOX1 | OPALIN | MOG
profile:e820ebec5397d9ca9081	biorxiv:3b9c75ca-6d7b-1014-829f-f049f95ac2b9	title:integration of imaging based and sequencing based spatial omics mapping on the same tissue section via dbitplus	biorxiv	CL:0000192	smooth muscle cell	3	ENSG00000122786 | ENSG00000133392 | ENSG00000172062	CALD1 | MYH11 | SMA
profile:51832d7872b203677881	biorxiv:40f54d15-6bfe-1014-9477-a1fa2d43a574	title:comprehensive epigenome characterization reveals diverse transcriptional regulation across human vascular endothelial cells	biorxiv	CL:0000115	endothelial cell	6	ENSG00000108622 | ENSG00000116132 | ENSG00000128052 | ENSG00000143995 | ENSG00000164093 | ENSG00000183072	ICAM2 | PRRX1 | KDR | MEIS1 | PITX2 | NKX2-5
profile:fc63d3130486657648ca	biorxiv:41a5df78-7c74-1014-a3a2-9b6aef50b1e5	title:a tonic signaling code predicts car t cell efficacy in diffuse midline glioma	biorxiv	CL:0011025	exhausted T cell	3	ENSG00000089692 | ENSG00000135077 | ENSG00000188389	LAG3 | HAVCR2 | PDCD1
profile:1dab0e11008739695791	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000057	fibroblast	5	ENSG00000107796 | ENSG00000108821 | ENSG00000114251 | ENSG00000125378 | ENSG00000134853	ACTA2 | COL1A1 | WNT5A | BMP4 | PDGFRA
profile:3952ce8db82be2002357	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000066	epithelial cell	3	ENSG00000160182 | ENSG00000171345 | ENSG00000229183	TFF1 | KRT19 | PGA4
profile:ff65c9cb991176bc0642	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000160	goblet cell	3	ENSG00000122711 | ENSG00000160180 | ENSG00000198788	SPINK4 | TFF3 | MUC2
profile:7afbb3f652f5d430af08	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000162	parietal cell	3	ENSG00000105675 | ENSG00000166165 | ENSG00000186009	ATP4A | CKB | ATP4B
profile:16168c6cac78d899b0a0	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000165	neuroendocrine cell	6	ENSG00000069535 | ENSG00000089199 | ENSG00000100604 | ENSG00000157005 | ENSG00000157017 | ENSG00000184502	MAOB | CHGB | CHGA | SST | GHRL | GAST
profile:6cb80f9cb9c63ca7a341	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000192	smooth muscle cell	4	ENSG00000111404 | ENSG00000133392 | ENSG00000148671 | ENSG00000149591	RERGL | MYH11 | ADIRF | TAGLN
profile:098f4c4f940a44e9d4da	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000584	enterocyte	3	ENSG00000079112 | ENSG00000145384 | ENSG00000163586	CDH17 | FABP2 | FABP1
profile:0eb93b6f3f10376dcc49	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	title:single cell transcriptome analyses reveal the cell diversity and developmental features of human gastric and metaplastic mucosa	biorxiv	CL:0000786	plasma cell	4	ENSG00000211592 | ENSG00000211892 | ENSG00000211895 | ENSG00000211896	IGKC | IGHG4 | IGHA1 | IGHG1
profile:32e679bdba99ea2735f3	biorxiv:46ff2083-6fc4-1014-a2bb-cccc45a311c7	title:direct pathway bias and altered striatal neurogenesis in human ipsc models of 16p11 2 cnvs evidence from single cell and functional analyses	biorxiv	CL:1001474	medium spiny neuron	4	ENSG00000114861 | ENSG00000127152 | ENSG00000128573 | ENSG00000139352	FOXP1 | BCL11B | FOXP2 | ASCL1
profile:ef11dc8a7509e79621c9	biorxiv:46ff2083-6fc4-1014-a2bb-cccc45a311c7	title:direct pathway bias and altered striatal neurogenesis in human ipsc models of 16p11 2 cnvs evidence from single cell and functional analyses	biorxiv	CL:4023026	direct pathway medium spiny neuron	6	ENSG00000006128 | ENSG00000016082 | ENSG00000124785 | ENSG00000140836 | ENSG00000164330 | ENSG00000172020	TAC1 | ISL1 | NRN1 | ZFHX3 | EBF1 | GAP43
profile:2ffbabf751a7c6fcbe46	biorxiv:48122146-7aab-1014-a240-edfb3f67c90f	title:human pluripotent stem cell model of multiple epiphyseal dysplasia with matn3 mutation identifies altered matrix organisation and upregulation of the cholesterol biosynthesis pathway	biorxiv	CL:0000138	chondrocyte	7	ENSG00000123500 | ENSG00000125398 | ENSG00000132031 | ENSG00000139219 | ENSG00000157766 | ENSG00000160801 | ENSG00000163501	COL10A1 | SOX9 | MATN3 | COL2A1 | ACAN | PTH1R | IHH
profile:4c2dd6748bf1dfa0c07e	biorxiv:48122146-7aab-1014-a240-edfb3f67c90f	title:human pluripotent stem cell model of multiple epiphyseal dysplasia with matn3 mutation identifies altered matrix organisation and upregulation of the cholesterol biosynthesis pathway	biorxiv	CL:0002248	pluripotent stem cell	3	ENSG00000111704 | ENSG00000181449 | ENSG00000204531	NANOG | SOX2 | POU5F1
profile:0db66753006f1ee2e59a	biorxiv:4d508308-6c00-1014-97df-8810bda21050	title:epstein barr virus reactivation induces divergent abortive reprogrammed and host shutoff states by lytic progression	biorxiv	CL:0000844	germinal center B cell	5	ENSG00000028277 | ENSG00000111732 | ENSG00000113916 | ENSG00000119866 | ENSG00000196549	POU2F2 | AICDA | BCL6 | BCL11A | MME
profile:2661388f1f9271401566	biorxiv:51fac41a-6c0a-1014-9c40-ecb16ebed7ec	title:a variational inference approach to single cell gene regulatory network inference using probabilistic matrix factorization	biorxiv	CL:0000236	B cell	4	ENSG00000113658 | ENSG00000153064 | ENSG00000196092 | ENSG00000196735	SMAD5 | BANK1 | PAX5 | HLA-DQA1
profile:0de88d9dd6547db3ad57	biorxiv:51fac41a-6c0a-1014-9c40-ecb16ebed7ec	title:a variational inference approach to single cell gene regulatory network inference using probabilistic matrix factorization	biorxiv	CL:0000451	dendritic cell	3	ENSG00000196126 | ENSG00000196735 | ENSG00000231389	HLA-DRB1 | HLA-DQA1 | HLA-DPA1
profile:48fed24d0ca8d1230ee5	biorxiv:5200cce7-72d7-1014-98f6-994ae061fa4b	title:placental immune factors change during the first half of healthy pregnancy	biorxiv	CL:0000576	monocyte	3	ENSG00000143546 | ENSG00000163220 | ENSG00000167613	S100A8 | S100A9 | LAIR1
