profile_id	paper_key	article_key	collection	target_key	target_label	marker_count	gene_curies	gene_symbols
profile:84edb3639f3595e85c93	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	title:in vitro culture of aberrant basal like cells from fibrotic lung tissue	biorxiv	aberrant basal like cell	aberrant basal-like cell	1	ENSG00000186081	KRT5
profile:5f3dce6b96018cb2f12a	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	title:in vitro culture of aberrant basal like cells from fibrotic lung tissue	biorxiv	aberrant basaloid cell	aberrant basaloid cell	1	ENSG00000186081	KRT5
profile:3c0de31ed1dbdfba1e33	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	title:aquaporins enriched in endothelial vacuole membrane regulate the diameters of microvasculature in hyperglycemia	biorxiv	endothelial cell	endothelial cell	1	ENSG00000103375	AQP8
profile:eb29d71cb4223790752b	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	title:aquaporins enriched in endothelial vacuole membrane regulate the diameters of microvasculature in hyperglycemia	biorxiv	h1 derived endothelial cell	H1-derived endothelial cell	1	ENSG00000103375	AQP8
profile:81de04aff5df02fddcc5	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	title:aquaporins enriched in endothelial vacuole membrane regulate the diameters of microvasculature in hyperglycemia	biorxiv	human embryonic stem cell	human embryonic stem cell	2	ENSG00000103375 | ENSG00000240583	AQP8 | AQP1
profile:41693fd4a45447200914	biorxiv:278ac735-6c7d-1014-a21b-fd84484249ca	title:cytogpnet enhancing clinical outcome prediction accuracy using longitudinal cytometry data in small cohort studies	biorxiv	pd 1 positive cd8 t cell	PD-1-positive CD8 T cell	1	ENSG00000139187	KLRG1
profile:b9a5ce871c96266d252c	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	title:human primary plaque cell cultures to study mechanisms of atherosclerosis	biorxiv	medial vascular smooth muscle cell	medial vascular smooth muscle cell	1	ENSG00000141052	MYOCD
profile:1cecde97b027be4f3c60	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	title:loss of mutually protective effects between osteoclasts and chondrocytes in damaged joints drives osteoclast mediated cartilage degradation via matrix metalloproteinases	biorxiv	multinucleated osteoclast	multinucleated osteoclast	1	ENSG00000170458	CD14
profile:aef037c5155170faa589	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	title:loss of mutually protective effects between osteoclasts and chondrocytes in damaged joints drives osteoclast mediated cartilage degradation via matrix metalloproteinases	biorxiv	osteoclast	osteoclast	1	ENSG00000170458	CD14
profile:743447313f318b001654	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	title:neural g0 a quiescent like state found in neuroepithelial derived cells and glioma	biorxiv	neural g0	Neural G0	5	ENSG00000110092 | ENSG00000117399 | ENSG00000148773 | ENSG00000170312 | ENSG00000178999	CCND1 | CDC20 | MKI67 | CDK1 | AURKB
profile:1e45f7d306dfa6e74b0d	biorxiv:30133163-6da7-1014-b9ea-c64da98c767d	title:single cell transcriptomics reveals immune response of intestinal cell types to viral infection	biorxiv	stem cell	stem cell	1	ENSG00000102837	OLFM4
profile:848d1114291021c59aaf	biorxiv:30133163-6da7-1014-b9ea-c64da98c767d	title:single cell transcriptomics reveals immune response of intestinal cell types to viral infection	biorxiv	transit amplifying cell	transit-amplifying cell	1	ENSG00000102837	OLFM4
profile:3c9028d8984963341781	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	cd4 cytotoxic t lymphocyte	CD4 cytotoxic T lymphocyte	2	ENSG00000113088 | ENSG00000180644	GZMK | PRF1
profile:325ef43001ec1df26d7a	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	cd56brightcd16 negative natural killer cell	CD56BrightCD16-negative natural killer cell	1	ENSG00000100450	GZMH
profile:01ccb78a659f98c3679a	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	cd8 effector memory t cell	CD8 effector memory T cell	1	ENSG00000180644	PRF1
profile:ebaa3b6a6f280ac9b4ab	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	cd8 t cell	CD8 T cell	1	ENSG00000113088	GZMK
profile:ce7033f9e5de53671fac	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	mucosal associated invariant t cell	mucosal-associated invariant T cell	2	ENSG00000100450 | ENSG00000100453	GZMH | GZMB
profile:4ed1057740964e2a7e60	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	title:nkg7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	biorxiv	natural killer cell	natural killer cell	1	ENSG00000113088	GZMK
profile:f6652ea06e7ee6413fa2	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	basophil progenitor	basophil progenitor	1	ENSG00000174059	CD34
profile:b6a4be28323ad6eab64f	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	erythroid progenitor colony forming unit erythroid	erythroid progenitor (colony-forming unit-erythroid)	1	ENSG00000174059	CD34
profile:f68786a0120d160c98a0	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	hematopoietic stem cell	hematopoietic stem cell	1	ENSG00000004468	CD38
profile:8f46b654466b8530f0b3	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	megakaryocyte erythroid progenitor	megakaryocyte-erythroid progenitor	2	ENSG00000135218 | ENSG00000185291	CD36 | IL3RA
profile:d3dbe1e3168c8ca1a125	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	title:trimodal single cell gene regulatory networks reveal principles of stemness loss and cell fate acquisition in human hematopoiesis	biorxiv	megakaryocyte progenitor	megakaryocyte progenitor	1	ENSG00000174059	CD34
profile:1e9b692c7936fc3ed0c7	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	title:progressive change in expression of killer like receptorsr and gpr56 expression defines the cytokine production potential of human cd4 t memory cells	biorxiv	effector memory t cell	effector memory T cell	1	ENSG00000126353	CCR7
profile:4e0be9b965b6e0fde1cf	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	title:progressive change in expression of killer like receptorsr and gpr56 expression defines the cytokine production potential of human cd4 t memory cells	biorxiv	terminally differentiated effector memory t cell	terminally differentiated effector memory T cell	3	ENSG00000126353 | ENSG00000139193 | ENSG00000178562	CCR7 | CD27 | CD28
profile:52fbf0583e14faf031a7	biorxiv:39510275-6e7f-1014-81d5-da3b7edd0de0	title:monocyte derived transcriptome signature indicates antibody dependent cellular phagocytosis as the primary mechanism of vaccine induced protection against hiv 1	biorxiv	monocyte	monocyte	2	ENSG00000149294 | ENSG00000156738	NCAM1 | MS4A1
profile:ea26ad7bea2959e19cb1	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	title:hair follicle stem cell fate supports distinct clinical endotypes in hidradenitis suppurativa	biorxiv	basal interfollicular epidermis cell	basal interfollicular epidermis cell	2	ENSG00000184905 | ENSG00000211448	TCEAL2 | DIO2
profile:4e1c3460c07d52b4bdfd	biorxiv:3ae0337b-6d88-1014-9c93-86c75bb9b558	title:integrative analysis reveals generalizable human neurodegenerative disease associated glial states	biorxiv	intermediate disease associated microglia subtype 1	intermediate disease-associated microglia subtype 1	2	ENSG00000118785 | ENSG00000136235	SPP1 | GPNMB
profile:f5fc0f9267ab828aa311	biorxiv:3ae0337b-6d88-1014-9c93-86c75bb9b558	title:integrative analysis reveals generalizable human neurodegenerative disease associated glial states	biorxiv	protoplasmic astrocyte	protoplasmic astrocyte	1	ENSG00000131095	GFAP
profile:55f782075765e3d27fda	biorxiv:40f54d15-6bfe-1014-9477-a1fa2d43a574	title:comprehensive epigenome characterization reveals diverse transcriptional regulation across human vascular endothelial cells	biorxiv	human umbilical vein endothelial cell	human umbilical vein endothelial cell	1	ENSG00000159261	CLDN14
profile:2aef05eba6831a4e5f4f	biorxiv:41a5df78-7c74-1014-a3a2-9b6aef50b1e5	title:a tonic signaling code predicts car t cell efficacy in diffuse midline glioma	biorxiv	effector memory t cell	effector memory T cell	1	ENSG00000188404	SELL
profile:888c05479f4c09f82227	biorxiv:41a5df78-7c74-1014-a3a2-9b6aef50b1e5	title:a tonic signaling code predicts car t cell efficacy in diffuse midline glioma	biorxiv	effector t cell	effector T cell	1	ENSG00000188404	SELL
profile:5ac402c9d94af12d1501	biorxiv:41a5df78-7c74-1014-a3a2-9b6aef50b1e5	title:a tonic signaling code predicts car t cell efficacy in diffuse midline glioma	biorxiv	progenitor exhausted like t cell	progenitor-exhausted-like T cell	1	ENSG00000127528	KLF2
profile:9ad66794515d4b2efb68	biorxiv:4d508308-6c00-1014-97df-8810bda21050	title:epstein barr virus reactivation induces divergent abortive reprogrammed and host shutoff states by lytic progression	biorxiv	lytic cell	lytic cell	3	ENSG00000075624 | ENSG00000166710 | ENSG00000206503	ACTB | B2M | HLA-A
profile:1a7a655a105ddc1769f4	biorxiv:4d508308-6c00-1014-97df-8810bda21050	title:epstein barr virus reactivation induces divergent abortive reprogrammed and host shutoff states by lytic progression	biorxiv	lytic subcluster e2 and e3 cell	lytic subcluster E2 and E3 cell	1	ENSG00000136997	MYC
profile:de47b8c3f0cab39b067c	biorxiv:53fe4c58-6d7e-1014-9234-a9ab6cb90679	title:high resolution integrative analysis allows characterization and spatial annotation of normal and cancer associated colon fibroblasts	biorxiv	myocyte	myocyte	1	ENSG00000175084	DES
profile:110e92a709e99857f8e4	biorxiv:54c905c7-6e9f-1014-9168-935cc2dc841b	title:single cell profiling and zebrafish avatars reveal lgals1 as immunomodulating target in glioblastoma	biorxiv	lbt003 glioblastoma stem cell	LBT003 glioblastoma stem cell	2	ENSG00000100097 | ENSG00000120885	LGALS1 | CLU
profile:00bce4365a6c6413f483	biorxiv:54c905c7-6e9f-1014-9168-935cc2dc841b	title:single cell profiling and zebrafish avatars reveal lgals1 as immunomodulating target in glioblastoma	biorxiv	macrophage cluster 3	macrophage cluster 3	4	ENSG00000038945 | ENSG00000129226 | ENSG00000177575 | ENSG00000260314	MSR1 | CD68 | CD163 | MRC1
profile:ff77c3bea9833cc57604	biorxiv:558bd04f-7a31-1014-843e-87e03b8b4f81	title:macrophage like vascular smooth muscle cells dominate early atherosclerosis and are inhibited by targeting iron regulation	biorxiv	contractile smooth muscle cell	contractile smooth muscle cell	3	ENSG00000118785 | ENSG00000129226 | ENSG00000131981	SPP1 | CD68 | LGALS3
profile:cad0d519d7c6d149ecb0	biorxiv:558bd04f-7a31-1014-843e-87e03b8b4f81	title:macrophage like vascular smooth muscle cells dominate early atherosclerosis and are inhibited by targeting iron regulation	biorxiv	macrophage like smooth muscle cell	macrophage-like smooth muscle cell	3	ENSG00000107796 | ENSG00000133392 | ENSG00000149591	ACTA2 | MYH11 | TAGLN
profile:c1e45bdf89facaa98bb7	biorxiv:558bd04f-7a31-1014-843e-87e03b8b4f81	title:macrophage like vascular smooth muscle cells dominate early atherosclerosis and are inhibited by targeting iron regulation	biorxiv	macrophage like smooth muscle cell 8	macrophage-like smooth muscle cell 8	3	ENSG00000107796 | ENSG00000133392 | ENSG00000149591	ACTA2 | MYH11 | TAGLN
profile:069a82ecd754e16427c2	biorxiv:558bd04f-7a31-1014-843e-87e03b8b4f81	title:macrophage like vascular smooth muscle cells dominate early atherosclerosis and are inhibited by targeting iron regulation	biorxiv	transitioning smooth muscle cell	transitioning smooth muscle cell	3	ENSG00000107796 | ENSG00000133392 | ENSG00000149591	ACTA2 | MYH11 | TAGLN
profile:2b1855130500eeb3b7b9	biorxiv:581b3311-6d06-1014-8bb1-e34795ede71e	title:cross site reproducibility of human cortical organoids reveals consistent cell type composition and architecture	biorxiv	neuroepithelial stem cell	neuroepithelial stem cell	2	ENSG00000007372 | ENSG00000176165	PAX6 | FOXG1
profile:20563fd0a06b92acf0ce	biorxiv:581b3311-6d06-1014-8bb1-e34795ede71e	title:cross site reproducibility of human cortical organoids reveals consistent cell type composition and architecture	biorxiv	unspecified neuron	unspecified neuron	2	ENSG00000026025 | ENSG00000176165	VIM | FOXG1
profile:d76a41772db73bffe15d	biorxiv:5c1d40eb-7190-1014-a458-8ab6cf3c7650	title:phenotypic dissection of epithelial lineages and therapeutic manipulation of differentiation programs in human adenoid cystic carcinomas accs	biorxiv	ductal like cell	ductal-like cell	2	ENSG00000073282 | ENSG00000091409	TP63 | ITGA6
profile:da851561a2e255bdd9b3	biorxiv:5c1d40eb-7190-1014-a458-8ab6cf3c7650	title:phenotypic dissection of epithelial lineages and therapeutic manipulation of differentiation programs in human adenoid cystic carcinomas accs	biorxiv	myoepithelial like cell	myoepithelial-like cell	1	ENSG00000157404	KIT
profile:e41908caf8633565ed83	biorxiv:5daa9342-6d02-1014-8cb5-fa421631d820	title:single cell transcriptome of cd8 t cells in multiple cancers reveals comprehensive exhaustion associated mechanisms	biorxiv	exhausted cd8 t cell	exhausted CD8+ T cell	4	ENSG00000069667 | ENSG00000073861 | ENSG00000149311 | ENSG00000170989	RORA | TBX21 | ATM | S1PR1
profile:3e23939ba51a55212869	biorxiv:5dff1c13-6c00-1014-9211-b5130fed8524	title:single cell transcriptome analysis of cd34 stem cell derived myeloid cells identifies a cfu gemm like population permissive to human cytomegalovirus infection	biorxiv	cmv positive cell	CMV-positive cell	4	ENSG00000112576 | ENSG00000139687 | ENSG00000145386 | ENSG00000148773	CCND3 | RB1 | CCNA2 | MKI67
profile:38c13982a1928cc7c100	biorxiv:5dff1c13-6c00-1014-9211-b5130fed8524	title:single cell transcriptome analysis of cd34 stem cell derived myeloid cells identifies a cfu gemm like population permissive to human cytomegalovirus infection	biorxiv	colony forming unit granulocyte erythrocyte monocyte megakaryocyte	colony forming unit – granulocyte, erythrocyte, monocyte, megakaryocyte	3	ENSG00000004468 | ENSG00000174059 | ENSG00000185291	CD38 | CD34 | IL3RA
profile:53ee264e2516f0e00132	biorxiv:611ca78b-6e32-1014-bb2a-be11d7247499	title:decoding the porcine developing spatial processing system and production of human entorhinal stellate cell like cells by a direct programming approach	biorxiv	speed cell	speed cell	1	ENSG00000157005	SST
profile:468298c574f8f8b05f07	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	title:sec seq association of molecular signatures with antibody secretion in thousands of single human plasma cells	biorxiv	activated b cell	activated B cell	1	ENSG00000004468	CD38
profile:71d8c2228ecb1e0309a1	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	title:sec seq association of molecular signatures with antibody secretion in thousands of single human plasma cells	biorxiv	igg secreting plasma cell	IgG-secreting plasma cell	1	ENSG00000117394	SLC2A1
profile:5e25ff88790cd61e807a	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	title:sec seq association of molecular signatures with antibody secretion in thousands of single human plasma cells	biorxiv	immature plasmablast	immature plasmablast	1	ENSG00000115884	SDC1
profile:e04e9a9cb023a433698c	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	title:sec seq association of molecular signatures with antibody secretion in thousands of single human plasma cells	biorxiv	plasmablast	plasmablast	1	ENSG00000115884	SDC1
profile:54e5471d361c2f4b4c3c	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	title:sec seq association of molecular signatures with antibody secretion in thousands of single human plasma cells	biorxiv	plasmablast and plasma cell	plasmablast and plasma cell	1	ENSG00000177455	CD19
profile:894f7d3f75e00faa7b84	biorxiv:671955ed-77d7-1014-aa23-8c904fbe705b	title:high dimensional mass cytometry reveals stemness state heterogeneity in pancreatic ductal adenocarcinoma	biorxiv	fibroblast	fibroblast	2	ENSG00000081237 | ENSG00000119888	PTPRC | EPCAM
profile:69aab8d8a73ba24aaac2	biorxiv:671955ed-77d7-1014-aa23-8c904fbe705b	title:high dimensional mass cytometry reveals stemness state heterogeneity in pancreatic ductal adenocarcinoma	biorxiv	stem like cell	stem-like cell	2	ENSG00000118777 | ENSG00000119888	ABCG2 | EPCAM
profile:16c8c46d9dbd9693ca8a	biorxiv:67d3e1aa-726e-1014-b774-e6c3f2e9206c	title:natural killer cell receptor signaling and activation depend on cell cycle stages	biorxiv	cd56dim natural killer cell	CD56dim natural killer cell	2	ENSG00000196371 | ENSG00000259207	FUT4 | CD61
profile:78d4d9e2eb23319df9e8	biorxiv:6b7b2bfb-6c3e-1014-b4a7-d4f626fa4849	title:foxc2 marks and maintains the primitive spermatogonial stem cells subpopulation in the adult testis	biorxiv	spermatogonia	spermatogonia	1	ENSG00000148773	MKI67
profile:8de1d9bfde78d9fb2f1b	biorxiv:6b7b2bfb-6c3e-1014-b4a7-d4f626fa4849	title:foxc2 marks and maintains the primitive spermatogonial stem cells subpopulation in the adult testis	biorxiv	spermatogonial stem cell	spermatogonial stem cell	1	ENSG00000148773	MKI67
profile:708dfd086232d361f028	biorxiv:6c7d90a7-6cd2-1014-aa88-ae3f4e676730	title:analysis of cardiac differentiation at single cell resolution reveals a requirement of hypertrophic signaling for hopx transcription	biorxiv	cardiac outflow tract cell	cardiac outflow tract cell	1	ENSG00000183072	NKX2-5
