profile_id	paper_key	article_key	collection	target_key	target_label	marker_count	gene_curies	gene_symbols
profile:393f1be26a50c47e9b53	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	ccr7 positive dendritic cell	CCR7-positive dendritic cell	2	ENSG00000114013 | ENSG00000126353	CD86 | CCR7
profile:3ec26b3f48548669765c	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd4 follicular helper like t cell	CD4+ follicular helper-like T cell	2	ENSG00000156234 | ENSG00000183918	CXCL13 | SH2D1A
profile:52967fb804948e585141	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd4 memory t cell	CD4+ memory T cell	2	ENSG00000135046 | ENSG00000160789	ANXA1 | LMNA
profile:f8fe41ddb2de05f9a7e1	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd4 regulatory t cell	CD4+ regulatory T cell	2	ENSG00000049768 | ENSG00000163599	FOXP3 | CTLA4
profile:2feba9a6f221cbc70e1c	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd4 stressed t cell	CD4+ stressed T cell	2	ENSG00000151929 | ENSG00000173110	BAG3 | HSPA6
profile:4555739d8091054bec09	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd4 tissue resident memory t cell	CD4+ tissue resident memory T cell	3	ENSG00000083457 | ENSG00000110848 | ENSG00000172215	ITGAE | CD69 | CXCR6
profile:5164ee5088f9765a5275	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd8 effector memory t cell	CD8+ effector memory T cell	2	ENSG00000113088 | ENSG00000145649	GZMK | GZMA
profile:c42144834effd7efd442	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd8 exhausted t cell	CD8+ exhausted T cell	3	ENSG00000089692 | ENSG00000135077 | ENSG00000188389	LAG3 | HAVCR2 | PDCD1
profile:47c040c556d80d276df6	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd8 proliferating exhausted t cell	CD8+ proliferating exhausted T cell	3	ENSG00000131747 | ENSG00000135077 | ENSG00000148773	TOP2A | HAVCR2 | MKI67
profile:da55c29d3539e0ea2a8a	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	cd8 terminally differentiated effector memory and effector cell	CD8+ terminally differentiated effector memory and effector cell	1	ENSG00000168329	CX3CR1
profile:e5c040fb9d535a28315f	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	conventional dendritic cell	conventional dendritic cell	2	ENSG00000114013 | ENSG00000158481	CD86 | CD1C
profile:fd67133a7e5043b6de38	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	efna5 positive cancer associated fibroblast	EFNA5-positive cancer-associated fibroblast	2	ENSG00000162733 | ENSG00000184349	DDR2 | EFNA5
profile:5af8feed44d5c227d051	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	endothelial cell	endothelial cell	2	ENSG00000110799 | ENSG00000261371	VWF | PECAM1
profile:758ef160cbbb39bd46e2	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	epithelial cell	epithelial cell	2	ENSG00000111057 | ENSG00000119888	KRT18 | EPCAM
profile:df27dbe6ac6e51620aec	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	fibroblast	fibroblast	2	ENSG00000011465 | ENSG00000108821	DCN | COL1A1
profile:4dcd9872477a1a169149	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	germinal center dark zone b cell	germinal center dark-zone B cell	2	ENSG00000131747 | ENSG00000148773	TOP2A | MKI67
profile:76672a3f37b57a11dd4c	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	germinal center light zone b cell	germinal center light-zone B cell	3	ENSG00000113916 | ENSG00000127074 | ENSG00000140398	BCL6 | RGS13 | NEIL1
profile:5d2afbc8599d38de354f	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	inflammatory cancer associated fibroblast	inflammatory cancer-associated fibroblast	3	ENSG00000011465 | ENSG00000134853 | ENSG00000163739	DCN | PDGFRA | CXCL1
profile:6539bdb1505a405da912	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	mast cell	mast cell	3	ENSG00000157404 | ENSG00000172236 | ENSG00000197253	KIT | TPSAB1 | TPSB2
profile:621dd92fa843f7eed76e	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	monocyte	monocyte	2	ENSG00000038427 | ENSG00000128383	VCAN | APOBEC3A
profile:d4da917663bba860336b	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	myeloid cell	myeloid cell	2	ENSG00000090382 | ENSG00000129226	LYZ | CD68
profile:96264011b2d575f70c18	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	myofibroblast like cancer associated fibroblast	myofibroblast-like cancer-associated fibroblast	3	ENSG00000108821 | ENSG00000117122 | ENSG00000133110	COL1A1 | MFAP2 | POSTN
profile:956f3848d21927a68496	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	natural killer cell	natural killer cell	2	ENSG00000149294 | ENSG00000189013	NCAM1 | KIR2DL4
profile:8e2cd3316b9a9ab1946d	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	naïve b cell	naïve B cell	2	ENSG00000170989 | ENSG00000211898	S1PR1 | IGHD
profile:92ef14e1890fa8530144	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	naïve t cell	naïve T cell	2	ENSG00000138795 | ENSG00000188404	LEF1 | SELL
profile:fb68c98647223d20754e	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	neutrophil	neutrophil	2	ENSG00000143546 | ENSG00000162747	S100A8 | FCGR3B
profile:08a56068b0681d1d70e9	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	normal fibroblast	normal fibroblast	2	ENSG00000167779 | ENSG00000188257	IGFBP6 | PLA2G2A
profile:71623924cfc817c61293	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	pericyte	pericyte	2	ENSG00000113721 | ENSG00000143248	PDGFRB | RGS5
profile:3dba2e2212b90833cb8f	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	plasma cell	plasma cell	3	ENSG00000132465 | ENSG00000170476 | ENSG00000211892	JCHAIN | MZB1 | IGHG4
profile:9ed41102930997481f6f	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	plasmacytoid dendritic cell	plasmacytoid dendritic cell	2	ENSG00000171611 | ENSG00000198178	PTCRA | CLEC4C
profile:4edcbed23e1ffae83aa6	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	pre exhausted cd8 t cell	pre-exhausted CD8+ T cell	1	ENSG00000081059	TCF7
profile:f4a94ee37586f6a20fc1	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	smooth muscle cell	smooth muscle cell	3	ENSG00000101335 | ENSG00000130176 | ENSG00000133392	MYL9 | CNN1 | MYH11
profile:ea8fd50e4efd57c641ee	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	stard13 positive macrophage	STARD13-positive macrophage	3	ENSG00000133121 | ENSG00000177575 | ENSG00000260314	STARD13 | CD163 | MRC1
profile:fd67104673077268f4d4	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	stressed b cell	stressed B cell	2	ENSG00000120129 | ENSG00000132002	DUSP1 | DNAJB1
profile:b320ec8e4caca282dc86	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	t cell	T cell	2	ENSG00000168685 | ENSG00000198851	IL7R | CD3E
profile:f3be52c30781e621b71e	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	trem2high macrophage	TREM2high macrophage	3	ENSG00000095970 | ENSG00000130203 | ENSG00000173372	TREM2 | APOE | C1QA
profile:988c71bf592be319ea54	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	biorxiv	trem2low macrophage	TREM2low macrophage	3	ENSG00000130203 | ENSG00000159189 | ENSG00000173372	APOE | C1QC | C1QA
profile:99b8ce62200319c008a7	biorxiv:03a1691c-70ce-1014-bf1a-b6bd63c41968	title:a single cell immune atlas of primary and secondary lymphoid organs in pigs	biorxiv	cd160 positive natural killer cell	CD160-positive natural killer cell	1	ENSG00000117281	CD160
profile:176122e682eb75114270	biorxiv:03a1691c-70ce-1014-bf1a-b6bd63c41968	title:a single cell immune atlas of primary and secondary lymphoid organs in pigs	biorxiv	fcgr3a positive natural killer cell	FCGR3A-positive natural killer cell	1	ENSG00000203747	FCGR3A
profile:f12989cf67a70d075a03	biorxiv:03bcb34d-755c-1014-ade5-9b7bdb3d9312	title:optical tissue clearing and 3d imaging of intact primate testicular tissue a novel technology development	biorxiv	least differentiated spermatogonia	least differentiated spermatogonia	1	ENSG00000134627	PIWIL4
profile:43c6c637ec7e9fa6835f	biorxiv:03bcb34d-755c-1014-ade5-9b7bdb3d9312	title:optical tissue clearing and 3d imaging of intact primate testicular tissue a novel technology development	biorxiv	sertoli cell	Sertoli cell	1	ENSG00000125398	SOX9
profile:ca47572b4d492b7e72bb	biorxiv:03bcb34d-755c-1014-ade5-9b7bdb3d9312	title:optical tissue clearing and 3d imaging of intact primate testicular tissue a novel technology development	biorxiv	spermatogonia	spermatogonia	1	ENSG00000147381	MAGEA4
profile:12c1d359167f611e1db5	biorxiv:03bcb34d-755c-1014-ade5-9b7bdb3d9312	title:optical tissue clearing and 3d imaging of intact primate testicular tissue a novel technology development	biorxiv	testicular germ cell	testicular germ cell	1	ENSG00000147381	MAGEA4
profile:70e158b1f3e271464114	biorxiv:0900c414-6db3-1014-86e7-ea4583587c92	title:metastasis of colon cancer requires dickkopf 2 to generate cancer cells with paneth cell properties	biorxiv	lysozyme positive cancer cell	lysozyme-positive cancer cell	3	ENSG00000090382 | ENSG00000100196 | ENSG00000136872	LYZ | KDELR3 | ALDOB
profile:58bebf99b67a0b40348d	biorxiv:0900c414-6db3-1014-86e7-ea4583587c92	title:metastasis of colon cancer requires dickkopf 2 to generate cancer cells with paneth cell properties	biorxiv	lysozyme positive colon cancer cell	lysozyme-positive colon cancer cell	1	ENSG00000125398	SOX9
profile:731adf43bb17a3ef0c8e	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	biliary epithelial cell	biliary epithelial cell	1	ENSG00000163435	ELF3
profile:fae519a9acf78194cc80	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	cholangiocyte	cholangiocyte	6	ENSG00000117983 | ENSG00000119888 | ENSG00000135480 | ENSG00000160180 | ENSG00000160182 | ENSG00000171345	MUC5B | EPCAM | KRT7 | TFF3 | TFF1 | KRT19
profile:91251da6e98a98ac114a	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	endothelial epithelial and immune cell	endothelial/epithelial and immune cell	4	ENSG00000011465 | ENSG00000019582 | ENSG00000169554 | ENSG00000196628	DCN | CD74 | ZEB2 | TCF4
profile:65027f73e3d0d8b5ba60	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	hepatocyte	hepatocyte	4	ENSG00000135821 | ENSG00000145321 | ENSG00000160868 | ENSG00000163631	GLUL | GC | CYP3A4 | ALB
profile:a7ee4b0db76fe2a68ad0	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	intrahepatic cholangiocyte organoid	intrahepatic cholangiocyte organoid	2	ENSG00000135373 | ENSG00000163435	EHF | ELF3
profile:161283a5f818b3d36e4e	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	pericentral hepatocyte	pericentral hepatocyte	3	ENSG00000135821 | ENSG00000140505 | ENSG00000160868	GLUL | CYP1A2 | CYP3A4
profile:aa31934cd033aa9e54a1	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	periportal hepatocyte	periportal hepatocyte	4	ENSG00000130707 | ENSG00000135094 | ENSG00000136872 | ENSG00000163631	ASS1 | SDS | ALDOB | ALB
profile:f9532825d875940d3152	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	primary human hepatocyte	primary human hepatocyte	2	ENSG00000009950 | ENSG00000109819	MLXIPL | PPARGC1A
profile:eaad04b68fb9db81400c	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	biorxiv	progenitor cholangiocyte	progenitor/cholangiocyte	2	ENSG00000125398 | ENSG00000139292	SOX9 | LGR5
profile:cd37878501e4f04ac6d9	biorxiv:0a6d6372-6dad-1014-aa2c-84eb1d405c37	title:uncovering strain and age dependent differences in innate immune response to sars cov 2 infection in nasal epithelia using 10x single cell sequencing	biorxiv	goblet cell	goblet cell	1	ENSG00000215182	MUC5AC
profile:8d2d684b214daf49d178	biorxiv:0a6d6372-6dad-1014-aa2c-84eb1d405c37	title:uncovering strain and age dependent differences in innate immune response to sars cov 2 infection in nasal epithelia using 10x single cell sequencing	biorxiv	goblet ionocyte cell	goblet-ionocyte cell	2	ENSG00000001626 | ENSG00000215182	CFTR | MUC5AC
profile:2ab2d4eda44b553b6f8f	biorxiv:0a6d6372-6dad-1014-aa2c-84eb1d405c37	title:uncovering strain and age dependent differences in innate immune response to sars cov 2 infection in nasal epithelia using 10x single cell sequencing	biorxiv	ionocyte	ionocyte	1	ENSG00000001626	CFTR
profile:26785c1eaadf17a5309e	biorxiv:0a6d6372-6dad-1014-aa2c-84eb1d405c37	title:uncovering strain and age dependent differences in innate immune response to sars cov 2 infection in nasal epithelia using 10x single cell sequencing	biorxiv	mesenchymal cell	mesenchymal cell	1	ENSG00000026025	VIM
profile:57a8df72bc3dbff49048	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	epithelial differentiated 3 oral squamous cell carcinoma cell	epithelial differentiated 3 oral squamous cell carcinoma cell	2	ENSG00000143556 | ENSG00000188508	S100A7 | KRTDAP
profile:cba6e5943e5015227feb	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	epithelial differentiated 4 oral squamous cell carcinoma cell	epithelial differentiated 4 oral squamous cell carcinoma cell	4	ENSG00000148671 | ENSG00000167653 | ENSG00000167755 | ENSG00000169035	ADIRF | PSCA | KLK6 | KLK7
profile:b146b2adba44b2b26a66	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	epithelial differentiated oral squamous cell carcinoma cell	epithelial differentiated oral squamous cell carcinoma cell	6	ENSG00000143546 | ENSG00000143556 | ENSG00000163220 | ENSG00000169469 | ENSG00000185479 | ENSG00000186832	S100A8 | S100A7 | S100A9 | SPRR1B | KRT6B | KRT16
profile:76f42c89d8fa60c94488	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	hypoxia responsive oral squamous cell carcinoma cell	hypoxia-responsive oral squamous cell carcinoma cell	2	ENSG00000104419 | ENSG00000129521	NDRG1 | EGLN3
profile:07b6c4f83434eabde37b	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	immune regulatory oral squamous cell carcinoma cell	immune-regulatory oral squamous cell carcinoma cell	5	ENSG00000081041 | ENSG00000115009 | ENSG00000163734 | ENSG00000163739 | ENSG00000169429	CXCL2 | CCL20 | CXCL3 | CXCL1 | CXCL8
profile:4463e0c18e67b72bdad0	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	metabolic oral squamous cell carcinoma cell	metabolic oral squamous cell carcinoma cell	3	ENSG00000070669 | ENSG00000092621 | ENSG00000135069	ASNS | PHGDH | PSAT1
profile:69fff863d64d8fd3d3e1	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	oral squamous cell carcinoma cell	oral squamous cell carcinoma cell	6	ENSG00000128422 | ENSG00000175793 | ENSG00000186081 | ENSG00000186847 | ENSG00000189334 | ENSG00000196754	KRT17 | SFN | KRT5 | KRT14 | S100A14 | S100A2
profile:394e7aa3351cf92f1695	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	partial epithelial mesenchymal transition 1 oral squamous cell carcinoma cell	partial epithelial-mesenchymal transition 1 oral squamous cell carcinoma cell	3	ENSG00000117525 | ENSG00000137801 | ENSG00000142871	F3 | THBS1 | CYR61
profile:57a368048a9d617ac317	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	partial epithelial mesenchymal transition 2 oral squamous cell carcinoma cell	partial epithelial-mesenchymal transition 2 oral squamous cell carcinoma cell	2	ENSG00000145824 | ENSG00000171346	CXCL14 | KRT15
profile:0bf642c6b3e463fade00	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	partial epithelial mesenchymal transition 3 oral squamous cell carcinoma cell	partial epithelial-mesenchymal transition 3 oral squamous cell carcinoma cell	2	ENSG00000162493 | ENSG00000197249	PDPN | SERPINA1
profile:185fd03d2abc08700a4e	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	biorxiv	partial epithelial mesenchymal transition cell	partial epithelial-mesenchymal transition cell	2	ENSG00000105974 | ENSG00000145824	CAV1 | CXCL14
