normalized_cell_type	marker_scope	marker_scope_label	n_profiles	n_papers	example_reported_labels	median_n_markers	median_observed_union_recall	median_expected_union_recall	median_union_recall_lift	pct_union_lift_gt_1	median_observed_mean_profile_recall	median_expected_mean_profile_recall	median_mean_profile_recall_lift
T CELL	all_reported_markers	All reported markers	38	37	T CELL; T-CELL; ΑΒ T CELL; ΓΔ T CELL	3.0	0.9285714285714286	0.26147648440910015	3.5354778374918485	0.9736842105263158	0.18036786786786785	0.00853797957523929	24.875814446414058
B CELL	all_reported_markers	All reported markers	30	30	B CELL; B-CELL	3.5	0.7083333333333333	0.13680849071232903	5.440060050075247	0.9655172413793104	0.2137931034482759	0.005191075451833917	45.221300742034046
FIBROBLAST	all_reported_markers	All reported markers	29	29	FIBROBLAST	4.0	0.7	0.18020344625910675	2.9814573955809127	0.896551724137931	0.1285714285714286	0.007623318385650224	15.577639751552795
MACROPHAGE	all_reported_markers	All reported markers	29	29	MACROPHAGE	3.0	0.6666666666666666	0.21618851425886887	2.819181635390021	0.8928571428571429	0.10714285714285714	0.009159697331740343	11.089069422276584
ENDOTHELIAL CELL	all_reported_markers	All reported markers	28	28	ENDOTHELIAL CELL	3.0	0.6666666666666666	0.13385208897900946	3.9936962023814857	0.9285714285714286	0.16049382716049382	0.005543111677694087	25.983860731144784
MONOCYTE	all_reported_markers	All reported markers	24	24	MONOCYTE	3.5	0.3333333333333333	0.17602401069445706	2.4493701750657646	0.7083333333333334	0.09565217391304348	0.008953630864258842	9.865098868785068
CELL	all_reported_markers	All reported markers	19	8	Α CELL; Α-CELL; Β CELL; Β-CELL; Γ-CELL; Δ-CELL; Ε-CELL	8.0	0.5	0.031439114374574605	14.425047438204565	1.0	0.08823529411764706	0.0021463891756778783	38.96610169491525
CLUSTER 2	all_reported_markers	All reported markers	19	19	CLUSTER 2; CLUSTER-2	5.0	0.07692307692307693	0.09122964300425988	0.6968029692443616	0.42105263157894735	0.004273504273504274	0.005626929588686386	0.6473093302361594
MICROGLIA	all_reported_markers	All reported markers	18	18	MICROGLIA	6.5	0.6274509803921569	0.06560413310679589	9.31226816033475	0.9444444444444444	0.0857843137254902	0.004087610201160318	24.628676470588232
CD 4 T CELL	all_reported_markers	All reported markers	17	17	CD4 + T CELL; CD4 T CELL; CD4+ T CELL; CD4+T CELL	5.0	0.5454545454545454	0.12090690560668696	4.430799738246358	0.8235294117647058	0.0625	0.008363201911589008	11.553867403314916
PLASMA CELL	all_reported_markers	All reported markers	16	16	PLASMA CELL	3.0	1.0	0.04697865006668178	12.981135986058625	0.9375	0.21587301587301588	0.0032237965017693337	55.56883589998345
NK CELL	all_reported_markers	All reported markers	16	16	NK CELL	4.0	0.6333333333333333	0.13098883378651183	4.215799137865507	0.875	0.14	0.009504028996808155	13.405708796486895
MAST CELL	all_reported_markers	All reported markers	15	15	MAST CELL	3.0	1.0	0.0397648754324329	21.611524552857514	0.9333333333333333	0.40476190476190477	0.0029020314219953968	84.0252100840336
TREG	all_reported_markers	All reported markers	15	15	TREG	4.0	0.75	0.11210524123833154	6.690142153171306	1.0	0.3979591836734694	0.008607784431137726	46.39389736477115
CD 8 T CELL	all_reported_markers	All reported markers	15	15	CD8 + T CELL; CD8 T CELL; CD8+ T CELL; CD8+ T-CELL	5.0	0.5	0.11713843206061614	4.330699743299614	0.8	0.08928571428571429	0.009073686309701864	9.715447154471544
PERICYTE	all_reported_markers	All reported markers	14	14	PERICYTE	3.0	0.8333333333333333	0.07126610934909142	8.590594522060892	1.0	0.21794871794871795	0.005687575926051387	29.685320512820514
CLUSTER 1	all_reported_markers	All reported markers	14	14	CLUSTER 1; CLUSTER-1	3.5	0.0	0.052141597770714684	0.0	0.21428571428571427	0.0	0.004188724735423877	0.0
CLUSTER 3	all_reported_markers	All reported markers	12	12	CLUSTER 3; CLUSTER-3	5.5	0.06458333333333333	0.05403841714854856	1.9359654818614522	0.6666666666666666	0.005871212121212121	0.005195273700326077	1.827507037440812
CDC 1	all_reported_markers	All reported markers	11	11	CDC1	3.0	0.8	0.0372275817161255	23.18976715251534	0.9090909090909091	0.38000000000000006	0.003798100949525237	124.57966101694913
CLUSTER 4	all_reported_markers	All reported markers	11	11	CLUSTER 4; CLUSTER-4	5.0	0.0	0.05388544626238653	0.0	0.18181818181818182	0.0	0.0056512525131771985	0.0
BETA CELL	all_reported_markers	All reported markers	10	10	BETA CELL	9.5	0.5034722222222222	0.018030798541852845	30.43526071019315	0.9	0.1597222222222222	0.002027653265768303	72.76940836940837
AT 2	all_reported_markers	All reported markers	10	10	AT2	4.0	0.5	0.016638493864007432	18.483023961553965	0.8	0.13425925925925927	0.0018659390417277602	58.17065390749602
MYELOID CELL	all_reported_markers	All reported markers	10	10	MYELOID CELL	3.5	0.3333333333333333	0.07866812165604165	5.039955883872195	0.8	0.19444444444444445	0.009159697331740343	18.525077160493826
CDC 2	all_reported_markers	All reported markers	9	9	CDC2	5.0	0.5	0.027349146532394102	24.37614153249804	1.0	0.275	0.0034951068504094265	81.93526785714286
CARDIOMYOCYTE	all_reported_markers	All reported markers	9	9	CARDIOMYOCYTE	6.0	0.3157894736842105	0.010193860360876229	20.10696606269993	0.7777777777777778	0.0625	0.0012886800458895822	39.80952380952381
SMOOTH MUSCLE CELL	all_reported_markers	All reported markers	9	9	SMOOTH MUSCLE CELL	3.0	0.6666666666666666	0.05380154855487862	10.052530683750254	0.8888888888888888	0.20833333333333331	0.006971417189522956	19.857142857142858
CLUSTER 5	all_reported_markers	All reported markers	9	9	CLUSTER 5	4.0	0.0	0.029179395183766887	0.0	0.4444444444444444	0.0	0.0037136867325546575	0.0
GOBLET CELL	all_reported_markers	All reported markers	8	8	GOBLET CELL	4.0	0.6571428571428571	0.021434746653274724	42.025401364808914	0.875	0.2612244897959184	0.003103855897204388	125.65660809778456
ASTROCYTE	all_reported_markers	All reported markers	8	8	ASTROCYTE	5.5	0.5	0.029006029025997672	17.198504219259373	1.0	0.20238095238095238	0.004258461606049652	59.334981684981685
MYOFIBROBLAST	all_reported_markers	All reported markers	8	8	MYOFIBROBLAST	7.5	0.5416666666666666	0.03732547335698494	8.38450923306236	1.0	0.23412698412698413	0.005686316637924214	27.639366158703176
ACINAR CELL	all_reported_markers	All reported markers	7	7	ACINAR CELL	5.0	0.3333333333333333	0.006435675403789221	131.49199269232406	0.8571428571428571	0.1111111111111111	0.0010759115361625824	159.33333333333334
MELANOCYTE	all_reported_markers	All reported markers	7	7	MELANOCYTE	3.0	1.0	0.020028635492474023	49.650473071281276	1.0	0.6666666666666666	0.003368263473053892	196.88235294117644
STEM CELL	all_reported_markers	All reported markers	7	7	STEM CELL	5.0	1.0	0.02328574513782819	39.2031101957018	0.8571428571428571	0.5333333333333333	0.003975397539753975	141.84883720930233
OLIGODENDROCYTE	all_reported_markers	All reported markers	7	7	OLIGODENDROCYTE	4.0	0.6666666666666666	0.013898126511111534	36.293590740961406	1.0	0.38888888888888884	0.0023474178403755873	111.43333333333332
ENTEROENDOCRINE CELL	all_reported_markers	All reported markers	7	7	ENTEROENDOCRINE CELL	3.0	0.6666666666666666	0.018442758423528643	36.147882619129035	1.0	0.38888888888888884	0.003105901212303376	130.0833333333333
PODOCYTE	all_reported_markers	All reported markers	7	7	PODOCYTE	5.0	0.5555555555555556	0.021079451047439114	29.6425385192899	0.7142857142857143	0.2037037037037037	0.003552077062010837	66.9874686716792
BASAL CELL	all_reported_markers	All reported markers	7	7	BASAL CELL	4.0	0.6666666666666666	0.04030663967357562	16.53987214180304	1.0	0.3333333333333333	0.006894484412470024	41.2716049382716
EPITHELIAL CELL	all_reported_markers	All reported markers	7	7	EPITHELIAL CELL	3.0	0.8	0.04925661323378128	14.289490261841475	1.0	0.2222222222222222	0.008393285371702638	23.6228813559322
EC	all_reported_markers	All reported markers	7	7	EC	7.0	0.375	0.03987645199774845	12.662922057618838	0.7142857142857143	0.14583333333333334	0.00689280868385346	18.555555555555554
BASAL	all_reported_markers	All reported markers	7	7	BASAL	3.0	0.3333333333333333	0.041969666210036095	12.645833739309092	0.7142857142857143	0.125	0.00718132854578097	24.65185185185185
MESENCHYMAL	all_reported_markers	All reported markers	7	7	MESENCHYMAL	3.0	0.6666666666666666	0.05403734388160745	12.3371472166969	1.0	0.1111111111111111	0.009267563527653214	11.989247311827956
DENDRITIC CELL	all_reported_markers	All reported markers	7	7	DENDRITIC CELL	3.0	0.0	0.011051543159463995	0.0	0.0	0.0	0.001854621597367634	0.0
IMMUNE CELL	all_reported_markers	All reported markers	7	7	IMMUNE CELL	6.0	0.0	0.027894427202112066	0.0	0.2857142857142857	0.0	0.00477754553598089	0.0
ENTEROCYTE	all_reported_markers	All reported markers	6	6	ENTEROCYTE	3.0	0.6333333333333333	0.0065215942206215995	87.6587947694409	1.0	0.30666666666666664	0.0013103105936970718	210.39829545454543
ALPHA CELL	all_reported_markers	All reported markers	6	6	ALPHA CELL	9.5	0.5130718954248366	0.01408523440492503	47.79552595785175	1.0	0.22287581699346404	0.0028564129161625217	136.18674812030076
ASTROCYTES	all_reported_markers	All reported markers	6	6	ASTROCYTES	5.5	0.29166666666666663	0.014244941693675184	15.68848693939917	0.8333333333333334	0.06666666666666667	0.0028767263752408063	17.294306996541636
FB 1	all_reported_markers	All reported markers	6	6	FB-1; FB1	6.0	0.33035714285714285	0.029234489346189604	10.909672541131835	0.8333333333333334	0.07857142857142857	0.005985036887099294	12.428444104914693
MACROPHAGES	all_reported_markers	All reported markers	6	6	MACROPHAGES	5.0	0.35	0.037510032474543875	6.024344717304184	0.8333333333333334	0.09	0.007662968663466262	9.671905369588691
FIBROBLASTS	all_reported_markers	All reported markers	6	6	FIBROBLASTS	3.5	0.16666666666666666	0.0363622864696594	2.8317979921767664	0.5	0.06666666666666667	0.007447439177844327	5.478688524590165
C 1	all_reported_markers	All reported markers	6	6	C1	4.0	0.0	0.01825092857642435	0.0	0.0	0.0	0.0037130064588212055	0.0
ADIPOCYTE	all_reported_markers	All reported markers	5	5	ADIPOCYTE	4.0	0.6666666666666666	0.004808043015253505	138.6565520632133	1.0	0.41666666666666663	0.0012044564890093346	277.0833333333333
TUFT CELL	all_reported_markers	All reported markers	5	5	TUFT CELL	8.0	0.5	0.006725812818666271	128.11713725269007	1.0	0.21875	0.0016876687668766874	185.38888888888889
EXCITATORY NEURON	all_reported_markers	All reported markers	5	5	EXCITATORY NEURON	5.0	0.2222222222222222	0.0039780670305004096	83.6502825086061	0.8	0.1111111111111111	0.0009971083856815234	166.85
HEPATOCYTE	all_reported_markers	All reported markers	5	5	HEPATOCYTE	4.0	0.42857142857142855	0.006380636901515506	76.35083601113217	0.8	0.14285714285714285	0.0015992003998000998	101.36363636363637
DELTA CELL	all_reported_markers	All reported markers	5	5	DELTA CELL	6.0	0.625	0.0069808252300219	74.92671583280561	1.0	0.3125	0.001756877990430622	167.04999999999995
HSC	all_reported_markers	All reported markers	5	5	HSC	7.0	0.4	0.009531896747135874	44.08630186837903	1.0	0.2	0.002391629297458894	56.74757281553398
MAC 2	all_reported_markers	All reported markers	5	5	MAC 2; MAC2	5.0	0.75	0.023672566429098624	31.960609928504546	0.8	0.1875	0.00601644245142003	31.575471698113212
MEMORY B CELL	all_reported_markers	All reported markers	5	5	MEMORY B CELL	3.0	0.6666666666666666	0.024051302012789228	24.216653699522784	0.8	0.3333333333333333	0.006093297372889821	47.75714285714285
OPC	all_reported_markers	All reported markers	5	5	OPC	5.0	0.5	0.023425964291572177	22.439633493695695	1.0	0.3125	0.005971931919976112	73.1359223300971
B CELLS	all_reported_markers	All reported markers	5	5	B CELLS	3.0	0.5	0.025134616621539874	18.78540211431624	0.8	0.3125	0.006354665071770335	46.33333333333333
MYOFIBROBLASTS	all_reported_markers	All reported markers	5	5	MYOFIBROBLASTS	3.0	0.4	0.03961492535258615	17.992341384765297	1.0	0.16666666666666666	0.01027944111776447	23.23611111111111
SMC	all_reported_markers	All reported markers	5	5	SMC	5.0	0.4	0.015325293450715649	17.051183984545503	1.0	0.25	0.003895714713814804	29.31578947368421
ENDOTHELIAL	all_reported_markers	All reported markers	5	5	ENDOTHELIAL	3.0	0.5	0.02082287351439867	16.008037176177382	0.8	0.16666666666666666	0.005318081477021875	27.875
NK CELLS	all_reported_markers	All reported markers	5	5	NK CELLS	4.0	0.5	0.03888621488981307	14.857308275205666	0.8	0.125	0.009946075494307968	14.592105263157896
PERICYTES	all_reported_markers	All reported markers	5	5	PERICYTES	4.0	0.5	0.025368521271190478	14.279963376609581	1.0	0.1875	0.006506656043554758	17.328125
DUCTAL CELL	all_reported_markers	All reported markers	5	5	DUCTAL CELL	4.0	0.16666666666666666	0.01850163560474183	9.489765785312525	0.8	0.08333333333333333	0.0046780133373146215	17.81382978723404
CLUSTER 7	all_reported_markers	All reported markers	5	5	CLUSTER 7	4.0	0.14285714285714285	0.04917714406402829	4.2536166662009185	0.6	0.03571428571428571	0.012544802867383513	4.1554726368159205
CLUSTER 0	all_reported_markers	All reported markers	5	5	CLUSTER 0	5.0	0.0	0.018342895076134652	0.0	0.0	0.0	0.004628247237981486	0.0
DC	all_reported_markers	All reported markers	5	5	DC	5.0	0.0	0.011405228427957836	0.0	0.4	0.0	0.002869955156950673	0.0
FB 2	all_reported_markers	All reported markers	5	5	FB2	5.0	0.0	0.01653762414024799	0.0	0.4	0.0	0.004182850313713773	0.0
LYMPHOCYTE	all_reported_markers	All reported markers	5	5	LYMPHOCYTE	4.0	0.0	0.016954179416643827	0.0	0.4	0.0	0.0042824419878498155	0.0
PC	all_reported_markers	All reported markers	5	5	PC; PΑC	6.0	0.0	0.014269968978220063	0.0	0.4	0.0	0.003592814371257485	0.0
T CELLS	all_reported_markers	All reported markers	5	5	T CELLS; ΑΒ T CELLS; ΓΔ T CELLS	5.0	0.0	0.029769414524821847	0.0	0.4	0.0	0.007544069315805198	0.0
BIPOLAR CELL	all_reported_markers	All reported markers	4	4	BIPOLAR CELL	4.0	0.41666666666666663	0.0008965927330543688	390.18007872180294	1.0	0.1388888888888889	0.0002990430622009569	389.9666666666667
PROXIMAL TUBULE	all_reported_markers	All reported markers	4	4	PROXIMAL TUBULE	4.0	0.8	0.006938594957794179	108.34581330903521	1.0	0.5888888888888889	0.0023210430161102807	233.88709677419357
OLIGODENDROCYTES	all_reported_markers	All reported markers	4	4	OLIGODENDROCYTES	4.5	1.0	0.012115218816368081	71.68669143165812	1.0	0.7833333333333334	0.0040585394631773445	183.85627118644067
INTERNEURON	all_reported_markers	All reported markers	4	4	INTERNEURON	5.0	0.75	0.010453462942463578	66.63321195084424	1.0	0.4365079365079365	0.0035000898283562764	120.77761457109283
GOBLET	all_reported_markers	All reported markers	4	4	GOBLET	3.5	0.3666666666666667	0.0068605409246989876	59.09795374844383	1.0	0.12222222222222222	0.0022942485919403774	58.926767676767675
EPI	all_reported_markers	All reported markers	4	4	EPI	9.5	0.5833333333333334	0.010279137756508065	52.10761493650763	1.0	0.3869047619047619	0.0034576622148687016	97.19639210347174
MULLER GLIA	all_reported_markers	All reported markers	4	4	MÜLLER GLIA	6.5	0.4875	0.0093648697318847	48.64207502359848	1.0	0.21666666666666667	0.0031390584201088497	64.2088170259812
NEPHRON PROGENITOR	all_reported_markers	All reported markers	4	4	NEPHRON PROGENITOR	3.5	0.3333333333333333	0.007750119319968903	44.651506792338694	1.0	0.1111111111111111	0.002590931738913802	44.53149001536098
TE	all_reported_markers	All reported markers	4	4	TE	7.5	0.5857142857142856	0.011916052972184895	43.7465942147804	1.0	0.31666666666666665	0.003998444988815433	70.65853145824136
NEUTROPHIL	all_reported_markers	All reported markers	4	4	NEUTROPHIL	5.0	0.20833333333333331	0.0048110362803596655	43.508737992994504	0.75	0.1388888888888889	0.001607766025985182	86.7907647907648
GLIAL CELL	all_reported_markers	All reported markers	4	4	GLIAL CELL	3.0	0.38095238095238093	0.011017469695017804	38.20936499371986	0.75	0.20634920634920634	0.00369219723238896	61.60453272217978
PLASMABLAST	all_reported_markers	All reported markers	4	4	PLASMABLAST	4.0	0.75	0.02188717919054911	31.742420110510974	1.0	0.5	0.007368175093784446	64.06674473067916
LYMPHATIC ENDOTHELIAL CELL	all_reported_markers	All reported markers	4	4	LYMPHATIC ENDOTHELIAL CELL	3.0	0.3333333333333333	0.017105040390654063	26.624797339064134	1.0	0.2222222222222222	0.005737822004208644	44.832528180354274
ILC 3	all_reported_markers	All reported markers	4	4	ILC-3; ILC3	5.0	0.6111111111111112	0.024328212151826754	25.839966895256776	1.0	0.5	0.008201272123797633	62.50064278618594
VASCULAR SMOOTH MUSCLE CELL	all_reported_markers	All reported markers	4	4	VASCULAR SMOOTH MUSCLE CELL	3.0	0.6666666666666666	0.025336117530823682	23.73747998107715	1.0	0.3055555555555555	0.00856524180634497	26.258799171842647
NATURAL KILLER NK CELL	all_reported_markers	All reported markers	4	4	NATURAL KILLER (NK) CELL	3.0	0.8333333333333333	0.03723308162938377	21.444336954419136	1.0	0.49999999999999994	0.012596172484936646	37.56634615384615
EXHAUSTED CD 8 T CELL	all_reported_markers	All reported markers	4	4	EXHAUSTED CD8 T CELL; EXHAUSTED CD8+ T CELL	5.5	0.4318181818181818	0.02624449295232665	20.418425198647714	1.0	0.22979797979797978	0.008851440940741293	32.036745964316054
ENDOTHELIAL CELLS	all_reported_markers	All reported markers	4	4	ENDOTHELIAL CELLS	3.0	0.5	0.027207725479615065	17.61636399145515	0.75	0.2777777777777778	0.009173278662081459	29.01388888888889
GC B CELL	all_reported_markers	All reported markers	4	4	GC B CELL	6.0	0.15000000000000002	0.008896880582361336	15.741611681525406	0.75	0.1	0.002979765600395915	31.303716608594655
SMCS	all_reported_markers	All reported markers	4	4	SMCS	4.0	0.3333333333333333	0.029189885911517888	10.67989660356399	0.75	0.19444444444444442	0.009922671207900545	18.136929824561406
EPITHELIAL	all_reported_markers	All reported markers	4	4	EPITHELIAL	3.5	0.16666666666666666	0.016358242513216707	7.6286908223154075	0.5	0.05555555555555555	0.005500420559075128	7.564625850340136
STROMAL	all_reported_markers	All reported markers	4	4	STROMAL	4.5	0.29166666666666663	0.032567932650207077	7.532733649614999	1.0	0.15	0.011006545280412323	13.667859250053352
MESANGIAL CELL	all_reported_markers	All reported markers	4	4	MESANGIAL CELL	5.5	0.07692307692307693	0.011931125414845391	6.721574467440432	0.5	0.025641025641025644	0.004013452227105755	6.674650698602795
FB 3	all_reported_markers	All reported markers	4	4	FB-3; FB3	4.5	0.07142857142857142	0.02034915488137689	3.1128297331419508	0.5	0.023809523809523808	0.0068667095485851455	3.069060773480663
C 2	all_reported_markers	All reported markers	4	4	C2	3.5	0.0	0.0025812922876271107	0.0	0.0	0.0	0.0008616095452363747	0.0
C 3	all_reported_markers	All reported markers	4	4	C3	4.5	0.0	0.003019608731763668	0.0	0.0	0.0	0.0010079784172894034	0.0
C 6	all_reported_markers	All reported markers	4	4	C6	3.0	0.0	0.013811456733578706	0.0	0.0	0.0	0.004640693644634329	0.0
CANCER ASSOCIATED FIBROBLAST	all_reported_markers	All reported markers	4	4	CANCER-ASSOCIATED FIBROBLAST	3.5	0.0	0.021407473791776453	0.0	0.0	0.0	0.007219471910247204	0.0
CLUSTER 8	all_reported_markers	All reported markers	4	4	CLUSTER 8	6.0	0.0	0.01709336346622945	0.0	0.0	0.0	0.005763691416853077	0.0
HSPC	all_reported_markers	All reported markers	4	4	HSPC	4.0	0.0	0.01083744290245182	0.0	0.0	0.0	0.003638154001399424	0.0
TC	all_reported_markers	All reported markers	4	4	TC	10.0	0.0	0.01674075487753614	0.0	0.0	0.0	0.005648460774577954	0.0
CHONDROCYTE	all_reported_markers	All reported markers	3	3	CHONDROCYTE	5.0	1.0	0.0021547556037037952	464.0897549035754	1.0	0.6	0.001078167115902965	556.4999999999999
ROD	all_reported_markers	All reported markers	3	3	ROD	5.0	0.25	0.0010758217245484536	333.9900242652777	1.0	0.125	0.0005382775119617225	333.9
CONE	all_reported_markers	All reported markers	3	3	CONE	6.0	0.3333333333333333	0.002091781180604879	239.03073831815203	1.0	0.25	0.0010466507177033493	358.2857142857143
OSTEOCLAST	all_reported_markers	All reported markers	3	3	OSTEOCLAST	4.0	0.25	0.002684204186575695	216.89505011504534	1.0	0.125	0.0013436846819946252	216.5869565217391
NEURONAL CELL	all_reported_markers	All reported markers	3	3	NEURONAL CELL	3.0	0.6666666666666666	0.003203979874498238	208.07454877383412	0.6666666666666666	0.3333333333333333	0.0016040100250626565	207.8125
ERYTHROCYTE	all_reported_markers	All reported markers	3	3	ERYTHROCYTE	3.0	1.0	0.004983476161449563	200.06314612011866	1.0	0.8333333333333333	0.00249500998003992	333.69999999999993
ATRIAL CARDIOMYOCYTE	all_reported_markers	All reported markers	3	3	ATRIAL CARDIOMYOCYTE	3.0	0.42857142857142855	0.0023902238060353426	179.30179905717648	0.6666666666666666	0.21428571428571427	0.0011961722488038277	179.14285714285714
PDCS	all_reported_markers	All reported markers	3	3	PDCS	4.0	0.75	0.005801133364694418	172.38010870185818	1.0	0.375	0.002905520488928965	172.08620689655172
CONE PHOTORECEPTOR	all_reported_markers	All reported markers	3	3	CONE PHOTORECEPTOR	6.0	0.2	0.0012925373134328548	167.14255124807147	1.0	0.16666666666666666	0.0006467661691542288	257.6923076923077
RPE	all_reported_markers	All reported markers	3	3	RPE	6.0	0.3333333333333333	0.0031132001683126737	104.75883149207459	1.0	0.16666666666666666	0.0015588723051409615	104.56249999999999
PLASMACYTOID DENDRITIC CELL	all_reported_markers	All reported markers	3	3	PLASMACYTOID DENDRITIC CELL	4.0	0.5	0.005665076145675435	88.26006696868257	1.0	0.25	0.0028383627128772035	88.07894736842105
ABERRANT BASALOID CELL	all_reported_markers	All reported markers	3	3	ABERRANT BASALOID CELL	16.0	0.9375	0.010848122621188325	86.14953625115793	1.0	0.53125	0.00545427375971309	97.09726962457339
MESOTHELIAL CELL	all_reported_markers	All reported markers	3	3	MESOTHELIAL CELL	3.0	0.3333333333333333	0.004199581660919198	79.37298527500805	1.0	0.3333333333333333	0.002105263157894737	158.33333333333331
EPIBLAST	all_reported_markers	All reported markers	3	3	EPIBLAST	4.0	0.6666666666666666	0.005589570686797629	77.31701228049867	1.0	0.5	0.002805565137403703	96.14942528735631
MREGDC	all_reported_markers	All reported markers	3	3	MREGDC	8.0	0.625	0.00915175838906418	76.12377805440634	1.0	0.3125	0.004606051527860994	75.68181818181819
INHIBITORY NEURON	all_reported_markers	All reported markers	3	3	INHIBITORY NEURON	3.0	0.6666666666666666	0.005970785829842044	68.52054099488095	1.0	0.5	0.0029904306220095694	123.77777777777779
FIB 1	all_reported_markers	All reported markers	3	3	FIB1	3.0	0.3333333333333333	0.004802391752023498	55.916048654700006	0.6666666666666666	0.16666666666666666	0.0024045686804929365	55.74999999999999
T H 17	all_reported_markers	All reported markers	3	3	T H 17	4.0	0.3333333333333333	0.010238609035731618	49.26549824781321	1.0	0.16666666666666666	0.005136929183761966	49.13235294117647
PT 1	all_reported_markers	All reported markers	3	3	PT-1; PT1	3.0	0.3333333333333333	0.00496093770444687	47.88011173519444	0.6666666666666666	0.16666666666666666	0.002489048187972919	47.75714285714285
MACRO CCL	all_reported_markers	All reported markers	3	3	MACRO-CCL	3.0	1.0	0.025386014186185912	39.110594492699796	1.0	1.0	0.012778276929220326	77.69767441860465
