resource	label_basis	permutation	mean_label_recovery	median_label_recovery
LLMarkers	reported label	69	0.0470303784702162	0.01515151515151515
LLMarkers	reported label	70	0.04813045001041371	0.025
LLMarkers	reported label	71	0.04429864170097667	0.02
LLMarkers	reported label	72	0.042769097070985154	0.020833333333333332
LLMarkers	reported label	73	0.05062800217253566	0.020833333333333332
LLMarkers	reported label	74	0.04999717468205742	0.025
LLMarkers	reported label	75	0.04590152492732548	0.009523809523809523
LLMarkers	reported label	76	0.0479095769680369	0.02222222222222222
LLMarkers	reported label	77	0.04868445278238347	0.025
LLMarkers	reported label	78	0.04956943797771908	0.016666666666666666
LLMarkers	reported label	79	0.03819463362151971	0.0
LLMarkers	reported label	80	0.04375994668911704	0.0
LLMarkers	reported label	81	0.049174696298744054	0.027777777777777776
LLMarkers	reported label	82	0.052350303486004626	0.02222222222222222
LLMarkers	reported label	83	0.050335243681115756	0.020833333333333332
LLMarkers	reported label	84	0.04953088900828275	0.0
LLMarkers	reported label	85	0.04186056708508235	0.020833333333333332
LLMarkers	reported label	86	0.05305892118373311	0.016666666666666666
LLMarkers	reported label	87	0.05674431468358571	0.03643724696356276
LLMarkers	reported label	88	0.04136926043653762	0.020833333333333332
LLMarkers	reported label	89	0.049081423482023455	0.03155818540433925
LLMarkers	reported label	90	0.05427743711427379	0.016666666666666666
LLMarkers	reported label	91	0.0427009143079497	0.0
LLMarkers	reported label	92	0.03763980814759929	0.0
LLMarkers	reported label	93	0.04926248331105603	0.02040816326530612
LLMarkers	reported label	94	0.052040556599168473	0.030303030303030304
LLMarkers	reported label	95	0.04288493180803492	0.0071428571428571435
LLMarkers	reported label	96	0.04058102875487624	0.0
LLMarkers	reported label	97	0.04868913870556759	0.013888888888888888
LLMarkers	reported label	98	0.043346125039088725	0.0
LLMarkers	reported label	99	0.040253045232199115	0.0
LLMarkers	reported label	100	0.04224718824755427	0.017857142857142856
LLMarkers	reported label	101	0.04581647479556339	0.015625
LLMarkers	reported label	102	0.044935007465864124	0.01
LLMarkers	reported label	103	0.04655954783487274	0.020833333333333332
LLMarkers	reported label	104	0.041805847456626063	0.0
LLMarkers	reported label	105	0.05180257148415417	0.02
LLMarkers	reported label	106	0.04437140349827751	0.013888888888888888
LLMarkers	reported label	107	0.045235480861043495	0.037037037037037035
LLMarkers	reported label	108	0.049472484775997194	0.013888888888888888
LLMarkers	reported label	109	0.04816714900863169	0.017857142857142856
LLMarkers	reported label	110	0.0501388214343707	0.020833333333333332
LLMarkers	reported label	111	0.05019027551192742	0.018518518518518517
LLMarkers	reported label	112	0.0464941963768388	0.025
LLMarkers	reported label	113	0.04169609247938575	0.006993006993006993
LLMarkers	reported label	114	0.05099411722148576	0.03333333333333333
LLMarkers	reported label	115	0.045773489748984625	0.027777777777777776
LLMarkers	reported label	116	0.04560449212752697	0.020833333333333332
LLMarkers	reported label	117	0.05537043734339982	0.025
LLMarkers	reported label	118	0.0373863768257002	0.008695652173913044
LLMarkers	reported label	119	0.043190115766635465	0.0
LLMarkers	reported label	120	0.04457505744577169	0.0
LLMarkers	reported label	121	0.03903805491371382	0.0
LLMarkers	reported label	122	0.04018547127191421	0.008264462809917356
LLMarkers	reported label	123	0.039996003124883175	0.0071428571428571435
LLMarkers	reported label	124	0.044752065229782555	0.015873015873015872
LLMarkers	reported label	125	0.045091746967074305	0.017857142857142856
LLMarkers	reported label	126	0.03992724572959181	0.0
LLMarkers	reported label	127	0.04789561648034836	0.02
LLMarkers	reported label	128	0.04233207011849601	0.0
LLMarkers	reported label	129	0.03896231512542801	0.0
LLMarkers	reported label	130	0.040332621925109904	0.00980392156862745
LLMarkers	reported label	131	0.03957124851138881	0.00625
LLMarkers	reported label	132	0.040631178015963505	0.008695652173913044
LLMarkers	reported label	133	0.04402840858729315	0.00625
LLMarkers	reported label	134	0.050738369651406746	0.028205128205128206
LLMarkers	reported label	135	0.03869169170201647	0.0
LLMarkers	reported label	136	0.046660612744410065	0.015151515151515152
LLMarkers	reported label	137	0.03489324066105806	0.0058823529411764705
LLMarkers	reported label	138	0.04305720749172151	0.018518518518518517
LLMarkers	reported label	139	0.038536192077517205	0.0
LLMarkers	reported label	140	0.03873392239394571	0.0
LLMarkers	reported label	141	0.041506366912253255	0.011363636363636364
LLMarkers	reported label	142	0.054239050163329985	0.027777777777777776
LLMarkers	reported label	143	0.042502325784196895	0.015151515151515152
LLMarkers	reported label	144	0.041508497924531956	0.0
LLMarkers	reported label	145	0.04950024649903449	0.015625
LLMarkers	reported label	146	0.04874902597401422	0.012987012987012988
LLMarkers	reported label	147	0.046754311873172756	0.01183431952662722
LLMarkers	reported label	148	0.04477821455157018	0.0
LLMarkers	reported label	149	0.045939299430271065	0.025
LLMarkers	reported label	150	0.04747515231130399	0.016666666666666666
LLMarkers	reported label	151	0.04250053071119892	0.010526315789473684
LLMarkers	reported label	152	0.04643612642756625	0.011764705882352941
LLMarkers	reported label	153	0.04098694434557685	0.007872244714349977
LLMarkers	reported label	154	0.04763565148103025	0.030158730158730163
LLMarkers	reported label	155	0.04084131540891146	0.0
LLMarkers	reported label	156	0.0456772951705064	0.006944444444444444
LLMarkers	reported label	157	0.029864973737229076	0.0
LLMarkers	reported label	158	0.04823378896950389	0.022222222222222223
LLMarkers	reported label	159	0.05265817957113294	0.037037037037037035
LLMarkers	reported label	160	0.040566708879441596	0.0
LLMarkers	reported label	161	0.04349692734621772	0.0
LLMarkers	reported label	162	0.04201555453976126	0.0
LLMarkers	reported label	163	0.054474783855493106	0.030303030303030304
LLMarkers	reported label	164	0.051129083450391265	0.015873015873015872
LLMarkers	reported label	165	0.0376862405852356	0.013888888888888888
LLMarkers	reported label	166	0.0382354584942607	0.013888888888888888
LLMarkers	reported label	167	0.04603438503325192	0.012987012987012988
LLMarkers	reported label	168	0.048753104757639824	0.020833333333333332
LLMarkers	reported label	169	0.042326783696970904	0.008695652173913044
LLMarkers	reported label	170	0.053179626346275384	0.016666666666666666
LLMarkers	reported label	171	0.05288526941926393	0.028571428571428574
LLMarkers	reported label	172	0.041803690047472274	0.00591715976331361
LLMarkers	reported label	173	0.050241621156429384	0.008264462809917356
LLMarkers	reported label	174	0.04421419656130226	0.010416666666666666
LLMarkers	reported label	175	0.042265917159699816	0.007575757575757575
LLMarkers	reported label	176	0.04181612174913796	0.017857142857142856
LLMarkers	reported label	177	0.05065177373698023	0.020833333333333332
LLMarkers	reported label	178	0.048635340789839665	0.0
LLMarkers	reported label	179	0.044530174154113734	0.020833333333333332
LLMarkers	reported label	180	0.04848251148185844	0.020833333333333332
LLMarkers	reported label	181	0.039690191222645235	0.0
LLMarkers	reported label	182	0.04400245595691394	0.017857142857142856
LLMarkers	reported label	183	0.046153370116426014	0.01818181818181818
LLMarkers	reported label	184	0.04481045147538762	0.015873015873015872
LLMarkers	reported label	185	0.04044777295944477	0.0
LLMarkers	reported label	186	0.0476536083559099	0.013888888888888888
LLMarkers	reported label	187	0.04799956910010894	0.023809523809523808
LLMarkers	reported label	188	0.04852499198648886	0.013888888888888888
LLMarkers	reported label	189	0.0440914986371875	0.0
LLMarkers	reported label	190	0.03998799351299822	0.012987012987012988
LLMarkers	reported label	191	0.04346112760958849	0.021592442645074223
LLMarkers	reported label	192	0.05076276656139909	0.02222222222222222
LLMarkers	reported label	193	0.04564334407067096	0.017857142857142856
LLMarkers	reported label	194	0.04978389241552194	0.02564102564102564
LLMarkers	reported label	195	0.04818626355321949	0.028571428571428574
LLMarkers	reported label	196	0.050974335289109905	0.037037037037037035
LLMarkers	reported label	197	0.03904744711299446	0.0
LLMarkers	reported label	198	0.05263071104309552	0.033482142857142856
LLMarkers	reported label	199	0.050248813979454146	0.01183431952662722
LLMarkers	reported label	200	0.05457770414476183	0.017857142857142856
LLMarkers	reported label	201	0.04356875688627664	0.017857142857142856
LLMarkers	reported label	202	0.039746898536974974	0.016666666666666666
LLMarkers	reported label	203	0.05047800666523216	0.01
LLMarkers	reported label	204	0.03994747534873351	0.020833333333333332
LLMarkers	reported label	205	0.043627288289304046	0.012820512820512822
LLMarkers	reported label	206	0.050851588997273045	0.016531713900134953
LLMarkers	reported label	207	0.049363326381835916	0.020833333333333332
LLMarkers	reported label	208	0.05048068262798178	0.023148148148148147
LLMarkers	reported label	209	0.040789181478961475	0.025
LLMarkers	reported label	210	0.04976129497372615	0.006944444444444444
LLMarkers	reported label	211	0.04134504082097382	0.0
LLMarkers	reported label	212	0.046049233038769365	0.01962809917355372
LLMarkers	reported label	213	0.04453360556659094	0.02222222222222222
LLMarkers	reported label	214	0.041725467766766285	0.013888888888888888
LLMarkers	reported label	215	0.04065590767256603	0.0
LLMarkers	reported label	216	0.0499444910232132	0.01
LLMarkers	reported label	217	0.042188052306249495	0.0
LLMarkers	reported label	218	0.041025213810252356	0.0
LLMarkers	reported label	219	0.04100891803152044	0.0
LLMarkers	reported label	220	0.04148361985811766	0.011764705882352941
LLMarkers	reported label	221	0.04484850316120379	0.016666666666666666
LLMarkers	reported label	222	0.044152824997872084	0.0101010101010101
LLMarkers	reported label	223	0.04691923469106561	0.016666666666666666
LLMarkers	reported label	224	0.039605016717986365	0.0
LLMarkers	reported label	225	0.04694021269747052	0.012987012987012988
LLMarkers	reported label	226	0.04917858119559981	0.027777777777777776
LLMarkers	reported label	227	0.04012442509213266	0.0
LLMarkers	reported label	228	0.05169285869948257	0.01221001221001221
LLMarkers	reported label	229	0.05315704098765569	0.015873015873015872
LLMarkers	reported label	230	0.0517773595040094	0.0249554367201426
LLMarkers	reported label	231	0.04350693094570275	0.016666666666666666
LLMarkers	reported label	232	0.04347535317472034	0.00625
LLMarkers	reported label	233	0.045319655867061624	0.020833333333333332
LLMarkers	reported label	234	0.04163736675348558	0.008333333333333333
LLMarkers	reported label	235	0.05915408690261169	0.041666666666666664
LLMarkers	reported label	236	0.04218822994340242	0.012987012987012988
LLMarkers	reported label	237	0.03442685012257333	0.0
LLMarkers	reported label	238	0.04502367764353418	0.023148148148148147
LLMarkers	reported label	239	0.049393943539629497	0.02222222222222222
LLMarkers	reported label	240	0.038033671903771916	0.0
LLMarkers	reported label	241	0.04487886084798422	0.00625
LLMarkers	reported label	242	0.05114304049540188	0.02857142857142857
LLMarkers	reported label	243	0.04685379252162254	0.02543859649122807
LLMarkers	reported label	244	0.047045965045822404	0.028571428571428574
LLMarkers	reported label	245	0.0470711781852019	0.015151515151515152
LLMarkers	reported label	246	0.048584433504997596	0.017543859649122806
LLMarkers	reported label	247	0.045666277360455566	0.0
LLMarkers	reported label	248	0.04423600527727166	0.01588235294117647
LLMarkers	reported label	249	0.04309485679521208	0.01818181818181818
LLMarkers	reported label	250	0.051107563169327755	0.008771929824561403
LLMarkers	reported label	251	0.04480730871542037	0.008771929824561403
LLMarkers	reported label	252	0.04242961898457201	0.01818181818181818
LLMarkers	reported label	253	0.04909499719823699	0.020833333333333332
LLMarkers	reported label	254	0.04025382002980913	0.015625
LLMarkers	reported label	255	0.044871975019915834	0.016666666666666666
LLMarkers	reported label	256	0.04717249275258959	0.016666666666666666
LLMarkers	reported label	257	0.04121368707166618	0.008695652173913044
LLMarkers	reported label	258	0.048451756016746395	0.017857142857142856
LLMarkers	reported label	259	0.047711140363816344	0.017857142857142856
LLMarkers	reported label	260	0.04447567519710536	0.02
LLMarkers	reported label	261	0.05427804949715402	0.017857142857142856
LLMarkers	reported label	262	0.046950019103510425	0.025
LLMarkers	reported label	263	0.05398601316583416	0.03571428571428571
LLMarkers	reported label	264	0.04623434899060142	0.00980392156862745
LLMarkers	reported label	265	0.047948651166814946	0.017857142857142856
LLMarkers	reported label	266	0.04997047589118642	0.017543859649122806
LLMarkers	reported label	267	0.05357447916081097	0.04
LLMarkers	reported label	268	0.05086824619721956	0.02222222222222222
LLMarkers	reported label	269	0.04542134010347884	0.01818181818181818
LLMarkers	reported label	270	0.05059980479915634	0.025
LLMarkers	reported label	271	0.03950825077785976	0.018518518518518517
LLMarkers	reported label	272	0.04412657750424138	0.006060606060606061
LLMarkers	reported label	273	0.04481572296758097	0.015625
LLMarkers	reported label	274	0.053882236939148453	0.02040816326530612
LLMarkers	reported label	275	0.04637184226708613	0.020833333333333332
LLMarkers	reported label	276	0.043569528008354494	0.0
LLMarkers	reported label	277	0.042507678059775185	0.0
LLMarkers	reported label	278	0.040691286104441476	0.0
LLMarkers	reported label	279	0.042542443308467716	0.01098901098901099
LLMarkers	reported label	280	0.050302390710185794	0.0
LLMarkers	reported label	281	0.04232455474106227	0.0
LLMarkers	reported label	282	0.04126519257420476	0.0
LLMarkers	reported label	283	0.054533931366953274	0.027777777777777776
LLMarkers	reported label	284	0.05042171895625009	0.015151515151515152
LLMarkers	reported label	285	0.05288507464197481	0.023391812865497075
LLMarkers	reported label	286	0.047482705275819256	0.016666666666666666
LLMarkers	reported label	287	0.04357101749523721	0.025
LLMarkers	reported label	288	0.04954922440992859	0.017543859649122806
LLMarkers	reported label	289	0.05120715724545803	0.022222222222222223
LLMarkers	reported label	290	0.04255487783413926	0.0020242914979757085
LLMarkers	reported label	291	0.03648057203634522	0.0
LLMarkers	reported label	292	0.044794769358355024	0.006060606060606061
LLMarkers	reported label	293	0.04290496274578174	0.0
LLMarkers	reported label	294	0.04810875016753325	0.025
LLMarkers	reported label	295	0.04528212734069088	0.015873015873015872
LLMarkers	reported label	296	0.054634351266028655	0.0303030303030303
LLMarkers	reported label	297	0.04820593673741613	0.008771929824561403
LLMarkers	reported label	298	0.05751807761880587	0.025
LLMarkers	reported label	299	0.042421613149152874	0.0
LLMarkers	reported label	300	0.050068861286452396	0.02564102564102564
LLMarkers	reported label	301	0.060240961856424184	0.027777777777777776
LLMarkers	reported label	302	0.0393378560447652	0.0
LLMarkers	reported label	303	0.03610885262399635	0.0
LLMarkers	reported label	304	0.04217501890283549	0.016666666666666666
LLMarkers	reported label	305	0.05136849269113581	0.037037037037037035
LLMarkers	reported label	306	0.0464246400369346	0.017391304347826087
LLMarkers	reported label	307	0.0470794416188776	0.0
LLMarkers	reported label	308	0.05627184003590031	0.047619047619047616
LLMarkers	reported label	309	0.04850533479882638	0.02222222222222222
LLMarkers	reported label	310	0.04641655776248078	0.018518518518518517
LLMarkers	reported label	311	0.053331262123417426	0.031746031746031744
LLMarkers	reported label	312	0.04977126912378908	0.025
LLMarkers	reported label	313	0.05289976870725894	0.022222222222222223
LLMarkers	reported label	314	0.05044488431127922	0.006060606060606061
LLMarkers	reported label	315	0.051042690545111374	0.02222222222222222
LLMarkers	reported label	316	0.05055998816367116	0.037037037037037035
LLMarkers	reported label	317	0.041226927006165	0.01
LLMarkers	reported label	318	0.0492080924205778	0.02631578947368421
LLMarkers	reported label	319	0.04540366957593981	0.01
LLMarkers	reported label	320	0.052682162569052754	0.0202020202020202
LLMarkers	reported label	321	0.03633160095153668	0.0
LLMarkers	reported label	322	0.04711979463810276	0.0
LLMarkers	reported label	323	0.04383614449835086	0.017857142857142856
LLMarkers	reported label	324	0.03967597838084066	0.005263157894736842
LLMarkers	reported label	325	0.041011342342651205	0.020833333333333332
LLMarkers	reported label	326	0.047943273575410755	0.00591715976331361
LLMarkers	reported label	327	0.04731322802132287	0.013888888888888888
LLMarkers	reported label	328	0.05284879276753723	0.04
LLMarkers	reported label	329	0.04139146543462892	0.00625
LLMarkers	reported label	330	0.04880642378380941	0.020833333333333332
LLMarkers	reported label	331	0.04449431466666213	0.0
LLMarkers	reported label	332	0.03272409760248101	0.0
LLMarkers	reported label	333	0.051059176765675125	0.015151515151515152
LLMarkers	reported label	334	0.04663841654008135	0.017857142857142856
LLMarkers	reported label	335	0.05164655267050636	0.02857142857142857
LLMarkers	reported label	336	0.03586516558853408	0.0
LLMarkers	reported label	337	0.04408952641479823	0.01818181818181818
LLMarkers	reported label	338	0.043498036628708596	0.0
LLMarkers	reported label	339	0.03869433046621345	0.0
LLMarkers	reported label	340	0.04970137893553891	0.025
LLMarkers	reported label	341	0.05666326784184018	0.04
LLMarkers	reported label	342	0.051011058766616706	0.027777777777777776
LLMarkers	reported label	343	0.05220583417153601	0.028571428571428574
LLMarkers	reported label	344	0.03501450802775404	0.0
LLMarkers	reported label	345	0.05084512782537347	0.015151515151515152
LLMarkers	reported label	346	0.047093064146299136	0.02222222222222222
LLMarkers	reported label	347	0.043076218552908364	0.020833333333333332
LLMarkers	reported label	348	0.043682820995945906	0.027777777777777776
LLMarkers	reported label	349	0.04765519865306284	0.0
LLMarkers	reported label	350	0.053119263386916714	0.020833333333333332
LLMarkers	reported label	351	0.04523245787407471	0.00625
LLMarkers	reported label	352	0.046815675935783625	0.028571428571428574
LLMarkers	reported label	353	0.047790314335111696	0.018960863697705804
LLMarkers	reported label	354	0.048908805926526376	0.02
LLMarkers	reported label	355	0.052516657810161266	0.02197802197802198
LLMarkers	reported label	356	0.036898747840483914	0.00625
LLMarkers	reported label	357	0.039563405827809504	0.006944444444444444
LLMarkers	reported label	358	0.042540878432756904	0.01282051282051282
LLMarkers	reported label	359	0.043053237043217354	0.0
LLMarkers	reported label	360	0.042085413707792375	0.0
LLMarkers	reported label	361	0.048021465514229845	0.017857142857142856
LLMarkers	reported label	362	0.0409704848598573	0.007575757575757575
LLMarkers	reported label	363	0.04647947452745079	0.02222222222222222
LLMarkers	reported label	364	0.044991680169706505	0.017857142857142856
LLMarkers	reported label	365	0.045455578352638956	0.017857142857142856
LLMarkers	reported label	366	0.04190159389946139	0.015384615384615385
LLMarkers	reported label	367	0.045243460008385875	0.024793388429752063
LLMarkers	reported label	368	0.039967443154131	0.0
LLMarkers	reported label	369	0.04263265738709467	0.0
LLMarkers	reported label	370	0.03685623955741277	0.008695652173913044
LLMarkers	reported label	371	0.0443255254631982	0.0
LLMarkers	reported label	372	0.04952892191286268	0.01098901098901099
LLMarkers	reported label	373	0.04431903643886864	0.024301515477986067
LLMarkers	reported label	374	0.04929313240841218	0.02
LLMarkers	reported label	375	0.047376380708056616	0.016666666666666666
LLMarkers	reported label	376	0.04445716584801155	0.017857142857142856
LLMarkers	reported label	377	0.03712114625214813	0.0
LLMarkers	reported label	378	0.045855051979842854	0.02
LLMarkers	reported label	379	0.04841941215148169	0.023809523809523808
LLMarkers	reported label	380	0.05751748881843193	0.022222222222222223
LLMarkers	reported label	381	0.046089787236605874	0.01098901098901099
LLMarkers	reported label	382	0.04347536804055423	0.013888888888888888
LLMarkers	reported label	383	0.04377076102871043	0.0058823529411764705
LLMarkers	reported label	384	0.035535385136920734	0.0
LLMarkers	reported label	385	0.04543515050609169	0.0
LLMarkers	reported label	386	0.04165585451384061	0.013888888888888888
LLMarkers	reported label	387	0.05319724367884211	0.02564102564102564
LLMarkers	reported label	388	0.043533823912201744	0.02222222222222222
LLMarkers	reported label	389	0.04981287905660786	0.018518518518518517
LLMarkers	reported label	390	0.03918305710916705	0.0
LLMarkers	reported label	391	0.03451806837778665	0.0
LLMarkers	reported label	392	0.042490668604167475	0.015873015873015872
LLMarkers	reported label	393	0.03737100535731981	0.015789473684210527
LLMarkers	reported label	394	0.056329603371849404	0.020833333333333332
LLMarkers	reported label	395	0.045385293274624934	0.0303030303030303
LLMarkers	reported label	396	0.05094154700924892	0.028571428571428574
LLMarkers	reported label	397	0.051554260041895526	0.013888888888888888
LLMarkers	reported label	398	0.045162595573398336	0.0
LLMarkers	reported label	399	0.05694268600806154	0.03888888888888888
LLMarkers	reported label	400	0.046282135704037795	0.0
LLMarkers	reported label	401	0.048563696251084386	0.016666666666666666
LLMarkers	reported label	402	0.04470113060638305	0.025
LLMarkers	reported label	403	0.04998394736885481	0.028571428571428574
LLMarkers	reported label	404	0.05020618117382047	0.017543859649122806
LLMarkers	reported label	405	0.04491288187600251	0.025
LLMarkers	reported label	406	0.051178091783328356	0.02857142857142857
LLMarkers	reported label	407	0.044635651310955496	0.018518518518518517
LLMarkers	reported label	408	0.0440709333983856	0.020833333333333332
LLMarkers	reported label	409	0.0498217616110365	0.02222222222222222
LLMarkers	reported label	410	0.04341815830809052	0.0
LLMarkers	reported label	411	0.04235160240289001	0.0
LLMarkers	reported label	412	0.041522500955197515	0.00591715976331361
LLMarkers	reported label	413	0.04092092875518453	0.013888888888888888
LLMarkers	reported label	414	0.049108495718175056	0.02040816326530612
LLMarkers	reported label	415	0.037538459796776634	0.0
LLMarkers	reported label	416	0.05172261732359207	0.03571428571428571
LLMarkers	reported label	417	0.03998110369392084	0.011363636363636364
LLMarkers	reported label	418	0.04658032363194294	0.02222222222222222
LLMarkers	reported label	419	0.042392939208773434	0.0
LLMarkers	reported label	420	0.04039087518673326	0.008547008547008546
LLMarkers	reported label	421	0.040864787340194934	0.007407407407407407
LLMarkers	reported label	422	0.04552696015828175	0.011673414304993251
LLMarkers	reported label	423	0.048605413196824335	0.020833333333333332
LLMarkers	reported label	424	0.05001201034046295	0.01578947368421053
LLMarkers	reported label	425	0.04876307631141509	0.017391304347826087
LLMarkers	reported label	426	0.039589054241557065	0.0
LLMarkers	reported label	427	0.044002009979847476	0.01
LLMarkers	reported label	428	0.04455387639187639	0.0
LLMarkers	reported label	429	0.051466272893361156	0.028571428571428574
LLMarkers	reported label	430	0.0528604398881371	0.020833333333333332
LLMarkers	reported label	431	0.05020454090096014	0.0
LLMarkers	reported label	432	0.04283675840456531	0.015384615384615385
LLMarkers	reported label	433	0.04786802240359878	0.012820512820512822
LLMarkers	reported label	434	0.0423941915381288	0.01818181818181818
LLMarkers	reported label	435	0.04002603441457538	0.0101010101010101
LLMarkers	reported label	436	0.04658722304390648	0.0
LLMarkers	reported label	437	0.043698239545867906	0.013888888888888888
LLMarkers	reported label	438	0.04991107740610961	0.027777777777777776
LLMarkers	reported label	439	0.03934621017056011	0.016666666666666666
LLMarkers	reported label	440	0.04160670917362991	0.0
LLMarkers	reported label	441	0.03860011100435786	0.020833333333333332
LLMarkers	reported label	442	0.045375503550785325	0.012820512820512822
LLMarkers	reported label	443	0.039525015498241764	0.008264462809917356
LLMarkers	reported label	444	0.05355428906171515	0.027777777777777776
LLMarkers	reported label	445	0.03717800927953379	0.0
LLMarkers	reported label	446	0.03828058151705425	0.0
LLMarkers	reported label	447	0.04565224422762131	0.011764705882352941
LLMarkers	reported label	448	0.04414265543996514	0.01
LLMarkers	reported label	449	0.04340836192628713	0.0
LLMarkers	reported label	450	0.03985668456352472	0.0
LLMarkers	reported label	451	0.04571755025564733	0.019230769230769232
LLMarkers	reported label	452	0.041823365880973705	0.0
LLMarkers	reported label	453	0.045685472220339876	0.006944444444444444
LLMarkers	reported label	454	0.04642608202431277	0.018518518518518517
LLMarkers	reported label	455	0.036986526791820365	0.01
LLMarkers	reported label	456	0.047298992941762916	0.005555555555555555
LLMarkers	reported label	457	0.04924210307674016	0.020833333333333332
LLMarkers	reported label	458	0.03902656205402525	0.005263157894736842
LLMarkers	reported label	459	0.0406400336986063	0.006060606060606061
LLMarkers	reported label	460	0.04189406791834445	0.0
LLMarkers	reported label	461	0.056435994553444724	0.020833333333333332
LLMarkers	reported label	462	0.042772760542472206	0.006944444444444444
LLMarkers	reported label	463	0.04148913866621768	0.010526315789473684
LLMarkers	reported label	464	0.05223847205142941	0.020833333333333332
LLMarkers	reported label	465	0.045458060373693376	0.0
LLMarkers	reported label	466	0.045651282284494804	0.020833333333333332
LLMarkers	reported label	467	0.05516975105897376	0.025
LLMarkers	reported label	468	0.049680955168759165	0.015384615384615385
LLMarkers	reported label	469	0.054392715244560935	0.027777777777777776
LLMarkers	reported label	470	0.04473329040676187	0.006060606060606061
LLMarkers	reported label	471	0.03723625983060401	0.0
LLMarkers	reported label	472	0.05501343464730977	0.03009259259259259
LLMarkers	reported label	473	0.04735752974419878	0.012987012987012988
